Index,Displacement,Force,Time
958,0.014611,52.1004,686.600014
959,0.013516,51.7752,688.599972
960,0.014096,51.4251,690.599914
961,0.014737,50.9204,692.600009
962,0.014247,50.6178,694.600007000001
963,0.014231,50.513,696.600082999999
964,0.014541,50.5761,698.599894000001
965,0.013675,50.3547,700.599956
966,0.01435,50.495,702.60014
967,0.013499,50.5405,704.599974000001
968,0.014184,50.4613,706.600027
969,0.013369,50.3731,708.600087000001
970,0.014086,50.3728,710.599967
971,0.014291,50.2332,712.600001000001
972,0.012925,50.442,714.600050999999
973,0.013873,50.8726,716.599994
974,0.012524,51.1043,718.600025
975,0.013877,50.7623,720.60003
976,0.014084,50.0763,722.60008
977,0.014014,49.7104,724.600059
978,0.011968,49.2279,726.600044000001
979,0.013027,48.7609,728.599926999999
980,0.012618,48.3376,730.599995
981,0.012985,47.7456,732.599969000001
982,0.012496,48.0643,734.599939
983,0.013054,47.673,736.600039000001
984,0.013426,47.8321,738.600004
985,0.014036,48.1268,740.599926000001
986,0.013758,48.0135,742.599994
987,0.012632,47.8053,744.599999
988,0.014019,47.4601,746.599953999999
989,0.013049,46.9947,748.599996999999
990,0.013247,46.3632,750.600088000001
991,0.013367,45.674,752.600163999999
992,0.01298,45.3731,754.599980999999
993,0.013291,45.5175,756.600007999999
994,0.013723,45.1026,758.599967
995,0.01456,45.2851,760.600023999999
996,0.012429,45.0169,762.599953000001
997,0.01315,44.5067,764.599951
998,0.012849,43.9402,766.600034999999
999,0.012221,43.9298,768.599874
1000,0.012996,43.8782,770.599969000001
1001,0.01248,44.2409,772.599991999999
1002,0.012935,45.1289,774.599972
1003,0.011793,46.0523,776.599983
1004,0.013515,46.4461,778.600041
1005,0.012698,46.109,780.60002
1006,0.012373,45.8713,782.600076000001
1007,0.012677,45.1875,784.600184000001
1008,0.012741,45.1546,786.599974000001
1009,0.01198,44.6177,788.599982
1010,0.012343,44.1128,790.600028999999
1011,0.012274,43.6182,792.599953000001
1012,0.012293,42.8495,794.599988
1013,0.012905,42.3051,796.599967
1014,0.011254,41.7514,798.599963000001
1015,0.012144,41.1895,800.600041
1016,0.011935,40.9409,802.600127
1017,0.011736,40.8026,804.599988
1018,0.012444,40.1793,806.599993
1019,0.011896,39.731,808.599976
1020,0.012213,39.7464,810.600141999999
1021,0.012319,39.2993,812.60002
1022,0.011999,38.7724,814.600123
1023,0.011152,38.2908,816.599952
1024,0.011674,37.4891,818.600048
1025,0.011206,37.0573,820.600023999999
1026,0.011422,36.7606,822.600014
1027,0.010847,36.3241,824.600023000001
1028,0.01111,36.0984,826.600049000001
1029,0.011239,35.8882,828.599935
1030,0.00951100000000002,35.3501,830.599959000001
1031,0.010653,35.3642,832.600034999999
1032,0.010846,35.316,834.599991000001
1033,0.010059,34.647,836.599978
1034,0.010205,34.6021,838.600062
1035,0.010369,34.3077,840.599980999999
1036,0.010673,33.9569,842.60001
1037,0.00974800000000001,34.0907,844.600133
1038,0.00920000000000001,33.8144,846.60008
1039,0.010676,33.2984,848.59995
1040,0.010107,32.8857,850.599931000001
1041,0.009574,32.2823,852.599973
1042,0.010442,31.7374,854.600085
1043,0.010593,31.1533,856.599945
1044,0.011418,31.3367,858.600027
1045,0.011214,31.1941,860.600034999999
1046,0.00930900000000001,31.0335,862.600009
1047,0.010088,31.2242,864.599975000001
1048,0.010516,30.8557,866.600002000001
1049,0.00955,30.889,868.600006000001
1050,0.010018,30.7233,870.599936000001
1051,0.009907,30.8542,872.600012999999
1052,0.010143,30.7165,874.600191
1053,0.010056,30.5288,876.600101
1054,0.00998200000000002,30.508,878.600034999999
1055,0.00853200000000001,30.3031,880.599991999999
1056,0.00998500000000002,29.887,882.599979000001
1057,0.010527,29.481,884.60001
1058,0.00950300000000001,29.0187,886.600093000001
1059,0.00975500000000001,28.6133,888.600043
1060,0.00928500000000002,28.495,890.600168999999
1061,0.00927500000000001,28.1604,892.599996999999
1062,0.00905900000000001,28.2389,894.599973
1063,0.00963800000000001,27.9834,896.600073
1064,0.008435,28.0662,898.599990000001
1065,0.00916800000000001,27.6088,900.599962
1066,0.010046,27.0994,902.59993
1067,0.00841,26.7905,904.600048
1068,0.00858800000000001,26.4982,906.599979000001
1069,0.00928300000000001,26.5289,908.600011
1070,0.00933,26.1997,910.599966
1071,0.00841700000000001,25.7483,912.599976
1072,0.00875700000000001,25.6812,914.599944
