Count,Filename_0_1,Filename_0_0,Time_0_1,Time_0_0,Dev1/ai0,Dev1/ai1,Dev1/ai2,Dev1/ai3,Dev1/ai4,Dev1/ai5,Dev1/ai6,Dev1/ai7,force,PIP,Dev1/ai2_scaled,Dev1/ai3_scaled,Dev1/ai4_scaled,Dev1/ai5_scaled,Dev1/ai6_scaled,Dev1/ai7_scaled
438,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000438_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000438_0.tif,7632.483740,7632.484059,0.001843,0.000974,0.002500,0.004143,-0.013933,0.007759,0.009073,0.008745,0.001843,0.000974,0.002500,0.004143,-0.013933,0.007759,0.009073,0.008745
439,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000439_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000439_0.tif,7632.683785,7632.684179,0.001843,0.001468,0.002829,0.004472,-0.014919,0.006773,0.008087,0.007430,0.001843,0.001468,0.002829,0.004472,-0.014919,0.006773,0.008087,0.007430
440,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000440_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000440_0.tif,7632.883734,7632.884113,0.001514,0.000646,0.002829,0.004472,-0.015247,0.007101,0.006773,0.006444,0.001514,0.000646,0.002829,0.004472,-0.015247,0.007101,0.006773,0.006444
441,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000441_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000441_0.tif,7633.083770,7633.084079,0.001843,0.001303,0.002172,0.003158,-0.016562,0.005787,0.006444,0.007101,0.001843,0.001303,0.002172,0.003158,-0.016562,0.005787,0.006444,0.007101
442,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000442_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000442_0.tif,7633.283800,7633.284123,0.001514,0.000481,0.002829,0.004472,-0.012947,0.008745,0.009073,0.008416,0.001514,0.000481,0.002829,0.004472,-0.012947,0.008745,0.009073,0.008416
443,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000443_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000443_0.tif,7633.483712,7633.484076,0.001514,0.000974,0.001843,0.004143,-0.014919,0.006444,0.007430,0.006773,0.001514,0.000974,0.001843,0.004143,-0.014919,0.006444,0.007430,0.006773
444,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000444_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000444_0.tif,7633.683780,7633.684094,0.001843,0.002783,0.003815,0.004801,-0.015905,0.005458,0.004801,0.004801,0.001843,0.002783,0.003815,0.004801,-0.015905,0.005458,0.004801,0.004801
445,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000445_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000445_0.tif,7633.883765,7633.884153,0.001186,0.001468,0.002829,0.004801,-0.013604,0.007430,0.008087,0.007759,0.001186,0.001468,0.002829,0.004801,-0.013604,0.007430,0.008087,0.007759
446,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000446_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000446_0.tif,7634.083774,7634.084178,0.001843,0.001961,0.004143,0.005787,-0.012947,0.009073,0.009731,0.010059,0.001843,0.001961,0.004143,0.005787,-0.012947,0.009073,0.009731,0.010059
447,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000447_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000447_0.tif,7634.283726,7634.284099,0.001186,0.000481,0.000857,0.002829,-0.016562,0.005458,0.007101,0.006773,0.001186,0.000481,0.000857,0.002829,-0.016562,0.005458,0.007101,0.006773
448,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000448_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000448_0.tif,7634.483693,7634.484098,0.001514,0.002783,0.002500,0.003486,-0.016562,0.004801,0.005129,0.004801,0.001514,0.002783,0.002500,0.003486,-0.016562,0.004801,0.005129,0.004801
449,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000449_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000449_0.tif,7634.683740,7634.684150,0.001514,0.003441,0.003815,0.004472,-0.014590,0.006773,0.006773,0.007430,0.001514,0.003441,0.003815,0.004472,-0.014590,0.006773,0.006773,0.007430
450,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000450_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000450_0.tif,7634.883694,7634.884111,0.001843,0.001632,0.003158,0.004801,-0.013275,0.008416,0.009073,0.009402,0.001843,0.001632,0.003158,0.004801,-0.013275,0.008416,0.009073,0.009402
451,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000451_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000451_0.tif,7635.083820,7635.084088,0.001514,0.001632,0.003158,0.005129,-0.013604,0.008087,0.008745,0.009073,0.001514,0.001632,0.003158,0.005129,-0.013604,0.008087,0.008745,0.009073
452,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000452_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000452_0.tif,7635.283758,7635.284115,0.001514,0.001468,0.004472,0.005787,-0.013275,0.008745,0.008745,0.007430,0.001514,0.001468,0.004472,0.005787,-0.013275,0.008745,0.008745,0.007430
453,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000453_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000453_0.tif,7635.483757,7635.484069,0.001843,0.002125,0.003158,0.004472,-0.014261,0.007759,0.007759,0.007101,0.001843,0.002125,0.003158,0.004472,-0.014261,0.007759,0.007759,0.007101
454,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000454_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000454_0.tif,7635.683737,7635.684111,0.000857,-0.002643,0.000528,0.003158,-0.014919,0.008087,0.007759,0.008087,0.000857,-0.002643,0.000528,0.003158,-0.014919,0.008087,0.007759,0.008087
455,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000455_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000455_0.tif,7635.883749,7635.884068,0.001186,0.000974,0.003815,0.006444,-0.013275,0.009073,0.009731,0.007759,0.001186,0.000974,0.003815,0.006444,-0.013275,0.009073,0.009731,0.007759
456,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000456_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000456_0.tif,7636.083770,7636.084105,0.001514,0.000810,0.001514,0.003158,-0.016233,0.006444,0.007430,0.007430,0.001514,0.000810,0.001514,0.003158,-0.016233,0.006444,0.007430,0.007430
457,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000457_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000457_0.tif,7636.283727,7636.284084,0.001186,0.003112,0.003815,0.005129,-0.013275,0.008087,0.008745,0.009073,0.001186,0.003112,0.003815,0.005129,-0.013275,0.008087,0.008745,0.009073
458,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000458_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000458_0.tif,7636.483758,7636.484159,0.001843,0.004427,0.005458,0.006773,-0.011961,0.009402,0.009402,0.009073,0.001843,0.004427,0.005458,0.006773,-0.011961,0.009402,0.009402,0.009073
459,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000459_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000459_0.tif,7636.683790,7636.684251,0.001514,0.000646,0.001843,0.004143,-0.015905,0.006115,0.006773,0.005787,0.001514,0.000646,0.001843,0.004143,-0.015905,0.006115,0.006773,0.005787
460,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000460_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000460_0.tif,7636.883754,7636.884080,0.002172,0.001303,0.002829,0.004143,-0.014261,0.009073,0.010059,0.010388,0.002172,0.001303,0.002829,0.004143,-0.014261,0.009073,0.010059,0.010388
461,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000461_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000461_0.tif,7637.083790,7637.084081,0.001843,0.001139,0.002172,0.003815,-0.015247,0.007101,0.008087,0.007430,0.001843,0.001139,0.002172,0.003815,-0.015247,0.007101,0.008087,0.007430
462,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000462_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000462_0.tif,7637.283790,7637.284152,0.002172,0.000974,0.003486,0.005787,-0.012947,0.009402,0.010059,0.009073,0.002172,0.000974,0.003486,0.005787,-0.012947,0.009402,0.010059,0.009073
463,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000463_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000463_0.tif,7637.483705,7637.484136,0.001514,0.000317,0.002172,0.002829,-0.014919,0.006444,0.007101,0.007101,0.001514,0.000317,0.002172,0.002829,-0.014919,0.006444,0.007101,0.007101
464,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000464_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000464_0.tif,7637.683688,7637.684091,0.001514,0.001468,0.004143,0.007430,-0.009989,0.013017,0.013346,0.012689,0.001514,0.001468,0.004143,0.007430,-0.009989,0.013017,0.013346,0.012689
465,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000465_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000465_0.tif,7637.883752,7637.884126,0.001843,0.002619,0.004472,0.007759,-0.010646,0.011045,0.010717,0.010059,0.001843,0.002619,0.004472,0.007759,-0.010646,0.011045,0.010717,0.010059
466,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000466_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000466_0.tif,7638.083783,7638.084096,0.001514,-0.001163,0.001514,0.003158,-0.016233,0.005787,0.005458,0.005458,0.001514,-0.001163,0.001514,0.003158,-0.016233,0.005787,0.005458,0.005458
467,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000467_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000467_0.tif,7638.283736,7638.284059,0.001843,0.001303,0.001514,0.002500,-0.017219,0.004472,0.004801,0.004143,0.001843,0.001303,0.001514,0.002500,-0.017219,0.004472,0.004801,0.004143
468,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000468_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000468_0.tif,7638.483745,7638.484086,0.001514,0.002454,0.002829,0.004472,-0.015576,0.006444,0.007430,0.007759,0.001514,0.002454,0.002829,0.004472,-0.015576,0.006444,0.007430,0.007759
469,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000469_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000469_0.tif,7638.683724,7638.684183,0.001843,0.000974,0.001514,0.002500,-0.017219,0.004143,0.005129,0.004143,0.001843,0.000974,0.001514,0.002500,-0.017219,0.004143,0.005129,0.004143
470,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000470_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000470_0.tif,7638.883762,7638.884102,0.001843,0.002125,0.002829,0.005129,-0.012947,0.009402,0.010059,0.010059,0.001843,0.002125,0.002829,0.005129,-0.012947,0.009402,0.010059,0.010059
471,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000471_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000471_0.tif,7639.083712,7639.084116,0.001514,0.000974,0.001843,0.003486,-0.014590,0.007759,0.008087,0.008087,0.001514,0.000974,0.001843,0.003486,-0.014590,0.007759,0.008087,0.008087
472,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000472_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000472_0.tif,7639.283755,7639.284079,0.001514,0.002125,0.003158,0.005787,-0.012947,0.007759,0.007759,0.007759,0.001514,0.002125,0.003158,0.005787,-0.012947,0.007759,0.007759,0.007759
473,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000473_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000473_0.tif,7639.483721,7639.484140,0.001843,-0.000176,0.001843,0.004472,-0.015247,0.005787,0.006444,0.005458,0.001843,-0.000176,0.001843,0.004472,-0.015247,0.005787,0.006444,0.005458
474,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000474_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000474_0.tif,7639.683692,7639.684137,0.001843,0.003934,0.002829,0.003815,-0.016233,0.005129,0.006773,0.006444,0.001843,0.003934,0.002829,0.003815,-0.016233,0.005129,0.006773,0.006444
475,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000475_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000475_0.tif,7639.883772,7639.884154,0.002172,-0.000012,0.002172,0.004801,-0.014919,0.007101,0.007430,0.006444,0.002172,-0.000012,0.002172,0.004801,-0.014919,0.007101,0.007430,0.006444
476,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000476_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000476_0.tif,7640.083787,7640.084226,0.002172,0.003276,0.002172,0.003158,-0.017548,0.003815,0.004801,0.005129,0.002172,0.003276,0.002172,0.003158,-0.017548,0.003815,0.004801,0.005129
477,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000477_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000477_0.tif,7640.283772,7640.284157,0.001843,0.002947,0.003815,0.005129,-0.013275,0.009731,0.011703,0.012689,0.001843,0.002947,0.003815,0.005129,-0.013275,0.009731,0.011703,0.012689
478,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000478_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000478_0.tif,7640.483737,7640.484155,0.001514,0.001796,0.003486,0.004801,-0.014919,0.005787,0.006115,0.005458,0.001514,0.001796,0.003486,0.004801,-0.014919,0.005787,0.006115,0.005458
479,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000479_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000479_0.tif,7640.683721,7640.684126,0.001843,-0.002314,0.001514,0.003815,-0.013604,0.010059,0.011374,0.011374,0.001843,-0.002314,0.001514,0.003815,-0.013604,0.010059,0.011374,0.011374
480,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000480_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000480_0.tif,7640.883777,7640.884118,0.001843,0.001961,0.002172,0.004143,-0.015247,0.006115,0.005787,0.005787,0.001843,0.001961,0.002172,0.004143,-0.015247,0.006115,0.005787,0.005787
481,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000481_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000481_0.tif,7641.083829,7641.084139,0.001843,-0.000505,0.002500,0.005787,-0.012947,0.010388,0.011045,0.011374,0.001843,-0.000505,0.002500,0.005787,-0.012947,0.010388,0.011045,0.011374
482,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000482_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000482_0.tif,7641.283777,7641.284131,0.002172,0.001961,0.003158,0.004472,-0.015576,0.006773,0.007101,0.007430,0.002172,0.001961,0.003158,0.004472,-0.015576,0.006773,0.007101,0.007430
483,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000483_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000483_0.tif,7641.483729,7641.484146,0.001514,0.002125,0.003158,0.004801,-0.014590,0.007101,0.007430,0.007759,0.001514,0.002125,0.003158,0.004801,-0.014590,0.007101,0.007430,0.007759
484,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000484_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000484_0.tif,7641.683770,7641.684091,0.001514,0.000810,0.003158,0.006444,-0.012618,0.009402,0.008745,0.008087,0.001514,0.000810,0.003158,0.006444,-0.012618,0.009402,0.008745,0.008087
485,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000485_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000485_0.tif,7641.883814,7641.884136,0.001186,0.000646,0.003486,0.006115,-0.012947,0.008416,0.009402,0.008745,0.001186,0.000646,0.003486,0.006115,-0.012947,0.008416,0.009402,0.008745
486,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000486_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000486_0.tif,7642.083741,7642.084143,0.001514,0.000646,0.002172,0.003815,-0.015247,0.006444,0.008087,0.008087,0.001514,0.000646,0.002172,0.003815,-0.015247,0.006444,0.008087,0.008087
487,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000487_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000487_0.tif,7642.283772,7642.284166,0.001514,-0.000176,-0.001444,-0.000786,-0.019520,0.002829,0.005458,0.006773,0.001514,-0.000176,-0.001444,-0.000786,-0.019520,0.002829,0.005458,0.006773
488,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000488_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000488_0.tif,7642.483666,7642.484133,0.001843,0.002619,0.003158,0.005458,-0.013933,0.007759,0.007759,0.007430,0.001843,0.002619,0.003158,0.005458,-0.013933,0.007759,0.007759,0.007430
489,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000489_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000489_0.tif,7642.683777,7642.684060,0.001514,0.001961,0.002829,0.004472,-0.014590,0.007430,0.008087,0.007759,0.001514,0.001961,0.002829,0.004472,-0.014590,0.007430,0.008087,0.007759
490,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000490_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000490_0.tif,7642.883803,7642.884136,0.000857,-0.000999,0.001514,0.003486,-0.015576,0.006115,0.006444,0.006115,0.000857,-0.000999,0.001514,0.003486,-0.015576,0.006115,0.006444,0.006115
491,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000491_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000491_0.tif,7643.083734,7643.084092,0.001843,0.002125,0.002829,0.004801,-0.014919,0.006444,0.007101,0.007430,0.001843,0.002125,0.002829,0.004801,-0.014919,0.006444,0.007101,0.007430
492,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000492_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000492_0.tif,7643.283723,7643.284126,0.002172,0.001796,0.002500,0.004143,-0.015576,0.006444,0.006444,0.007759,0.002172,0.001796,0.002500,0.004143,-0.015576,0.006444,0.006444,0.007759
493,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000493_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000493_0.tif,7643.483707,7643.484097,0.001843,0.000810,0.002172,0.004472,-0.014261,0.008087,0.008416,0.008745,0.001843,0.000810,0.002172,0.004472,-0.014261,0.008087,0.008416,0.008745
494,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000494_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000494_0.tif,7643.683751,7643.684161,0.001514,0.001796,0.002829,0.004801,-0.015247,0.006773,0.006773,0.006444,0.001514,0.001796,0.002829,0.004801,-0.015247,0.006773,0.006773,0.006444
495,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000495_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000495_0.tif,7643.883788,7643.884170,0.001843,0.001303,0.002829,0.004801,-0.015905,0.005787,0.005787,0.005129,0.001843,0.001303,0.002829,0.004801,-0.015905,0.005787,0.005787,0.005129
496,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000496_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000496_0.tif,7644.083768,7644.084051,0.001843,0.001796,0.002829,0.004801,-0.014919,0.006444,0.006773,0.006115,0.001843,0.001796,0.002829,0.004801,-0.014919,0.006444,0.006773,0.006115
497,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000497_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000497_0.tif,7644.283737,7644.284099,0.001514,0.001303,0.003158,0.005129,-0.013933,0.007759,0.007759,0.007101,0.001514,0.001303,0.003158,0.005129,-0.013933,0.007759,0.007759,0.007101
498,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000498_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000498_0.tif,7644.483742,7644.484083,0.001514,0.001961,0.003486,0.005129,-0.014590,0.006773,0.007101,0.005787,0.001514,0.001961,0.003486,0.005129,-0.014590,0.006773,0.007101,0.005787
499,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000499_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000499_0.tif,7644.683730,7644.684141,0.002172,0.001961,0.002500,0.002500,-0.018862,0.001514,0.001514,0.001186,0.002172,0.001961,0.002500,0.002500,-0.018862,0.001514,0.001514,0.001186
500,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000500_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000500_0.tif,7644.883709,7644.884158,0.001843,0.002125,0.002829,0.005129,-0.013604,0.008087,0.008416,0.007759,0.001843,0.002125,0.002829,0.005129,-0.013604,0.008087,0.008416,0.007759
501,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000501_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000501_0.tif,7645.083694,7645.084125,0.001843,0.001139,0.001843,0.003158,-0.017548,0.003815,0.005129,0.004801,0.001843,0.001139,0.001843,0.003158,-0.017548,0.003815,0.005129,0.004801
502,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000502_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000502_0.tif,7645.283717,7645.284033,0.001514,0.000646,0.001514,0.003158,-0.017219,0.003486,0.003815,0.002829,0.001514,0.000646,0.001514,0.003158,-0.017219,0.003486,0.003815,0.002829
503,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000503_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000503_0.tif,7645.483804,7645.484109,0.001186,-0.009877,-0.004730,-0.000786,-0.019191,0.002829,0.004801,0.004801,0.001186,-0.009877,-0.004730,-0.000786,-0.019191,0.002829,0.004801,0.004801
504,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000504_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000504_0.tif,7645.683755,7645.684175,0.001843,0.001796,0.002172,0.002829,-0.018862,0.003158,0.003486,0.003486,0.001843,0.001796,0.002172,0.002829,-0.018862,0.003158,0.003486,0.003486
505,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000505_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000505_0.tif,7645.883776,7645.884033,0.001843,0.000974,0.001514,0.003815,-0.015576,0.006444,0.006773,0.007101,0.001843,0.000974,0.001514,0.003815,-0.015576,0.006444,0.006773,0.007101
506,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000506_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000506_0.tif,7646.083806,7646.084113,0.001186,0.000974,0.002500,0.004143,-0.015576,0.005787,0.007101,0.006115,0.001186,0.000974,0.002500,0.004143,-0.015576,0.005787,0.007101,0.006115
507,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000507_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000507_0.tif,7646.283754,7646.284127,0.001843,0.002947,0.001843,0.001843,-0.019191,0.001843,0.002829,0.003158,0.001843,0.002947,0.001843,0.001843,-0.019191,0.001843,0.002829,0.003158
508,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000508_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000508_0.tif,7646.483802,7646.484154,0.001186,0.000810,0.003158,0.004472,-0.014590,0.006444,0.006773,0.006115,0.001186,0.000810,0.003158,0.004472,-0.014590,0.006444,0.006773,0.006115
509,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000509_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000509_0.tif,7646.683684,7646.684095,0.001186,0.000974,0.000857,0.002829,-0.017548,0.005129,0.006115,0.006444,0.001186,0.000974,0.000857,0.002829,-0.017548,0.005129,0.006115,0.006444
510,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000510_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000510_0.tif,7646.883754,7646.884044,0.001514,0.001303,0.003158,0.005129,-0.014261,0.007759,0.008416,0.008416,0.001514,0.001303,0.003158,0.005129,-0.014261,0.007759,0.008416,0.008416
511,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000511_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000511_0.tif,7647.083771,7647.084147,0.001843,-0.000834,0.001843,0.003486,-0.017219,0.004143,0.004472,0.004472,0.001843,-0.000834,0.001843,0.003486,-0.017219,0.004143,0.004472,0.004472
512,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000512_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000512_0.tif,7647.283772,7647.284091,0.001186,0.002619,0.001843,0.002172,-0.018534,0.003486,0.004143,0.002829,0.001186,0.002619,0.001843,0.002172,-0.018534,0.003486,0.004143,0.002829
513,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000513_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000513_0.tif,7647.483842,7647.484056,0.001514,0.000974,0.001514,0.003158,-0.017548,0.004472,0.005458,0.004472,0.001514,0.000974,0.001514,0.003158,-0.017548,0.004472,0.005458,0.004472
514,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000514_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000514_0.tif,7647.683850,7647.684214,0.001514,0.001468,0.001514,0.002500,-0.018862,0.003158,0.003815,0.003815,0.001514,0.001468,0.001514,0.002500,-0.018862,0.003158,0.003815,0.003815
