Count,Filename_0_1,Filename_0_0,Time_0_1,Time_0_0,Dev1/ai0,Dev1/ai1,Dev1/ai2,Dev1/ai3,Dev1/ai4,Dev1/ai5,Dev1/ai6,Dev1/ai7,force,PIP,Dev1/ai2_scaled,Dev1/ai3_scaled,Dev1/ai4_scaled,Dev1/ai5_scaled,Dev1/ai6_scaled,Dev1/ai7_scaled
1589,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001589_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001589_0.tif,9551.483715,9551.484015,0.001514,-0.000012,-0.000458,0.000200,-0.022478,-0.002758,-0.003416,-0.004402,0.001514,-0.000012,-0.000458,0.000200,-0.022478,-0.002758,-0.003416,-0.004402
1590,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001590_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001590_0.tif,9553.483693,9553.484119,0.001186,0.000974,0.000857,0.001843,-0.020177,-0.000458,-0.001444,-0.002758,0.001186,0.000974,0.000857,0.001843,-0.020177,-0.000458,-0.001444,-0.002758
1591,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001591_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001591_0.tif,9555.483712,9555.484010,0.001514,0.001796,0.002500,0.002829,-0.018534,-0.000458,-0.002101,-0.004073,0.001514,0.001796,0.002500,0.002829,-0.018534,-0.000458,-0.002101,-0.004073
1592,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001592_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001592_0.tif,9557.483781,9557.483972,0.001186,0.001303,0.000857,0.000857,-0.020506,-0.001115,-0.002430,-0.004073,0.001186,0.001303,0.000857,0.000857,-0.020506,-0.001115,-0.002430,-0.004073
1593,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001593_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001593_0.tif,9559.483759,9559.484074,0.000857,0.001139,0.001186,0.001843,-0.018862,0.001186,0.000528,-0.001115,0.000857,0.001139,0.001186,0.001843,-0.018862,0.001186,0.000528,-0.001115
1594,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001594_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001594_0.tif,9561.483689,9561.484193,0.000857,0.000481,0.000857,0.002500,-0.017548,0.001843,0.000857,-0.001115,0.000857,0.000481,0.000857,0.002500,-0.017548,0.001843,0.000857,-0.001115
1595,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001595_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001595_0.tif,9563.483741,9563.484036,0.001843,0.001632,0.000528,0.000200,-0.022806,-0.004073,-0.003744,-0.004402,0.001843,0.001632,0.000528,0.000200,-0.022806,-0.004073,-0.003744,-0.004402
1596,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001596_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001596_0.tif,9565.483864,9565.484068,0.001186,0.001632,0.001186,0.000857,-0.020506,-0.001772,-0.002430,-0.003087,0.001186,0.001632,0.001186,0.000857,-0.020506,-0.001772,-0.002430,-0.003087
1597,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001597_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001597_0.tif,9567.483777,9567.484178,0.001514,0.000646,0.001186,0.001514,-0.019520,0.000857,-0.000129,-0.001444,0.001514,0.000646,0.001186,0.001514,-0.019520,0.000857,-0.000129,-0.001444
1598,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001598_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001598_0.tif,9569.483715,9569.484079,0.002500,0.007058,0.005458,0.004801,-0.015905,0.002500,0.000857,-0.000458,0.002500,0.007058,0.005458,0.004801,-0.015905,0.002500,0.000857,-0.000458
1599,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001599_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001599_0.tif,9571.483795,9571.484026,0.001514,0.003769,0.006773,0.007759,-0.011303,0.008416,0.006444,0.004472,0.001514,0.003769,0.006773,0.007759,-0.011303,0.008416,0.006444,0.004472
1600,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001600_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001600_0.tif,9573.483748,9573.484082,0.001514,0.001961,0.003486,0.004143,-0.015247,0.004801,0.003486,0.002172,0.001514,0.001961,0.003486,0.004143,-0.015247,0.004801,0.003486,0.002172
1601,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001601_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001601_0.tif,9575.483704,9575.483971,0.001186,-0.000670,0.000857,0.002829,-0.015576,0.004143,0.004143,0.003158,0.001186,-0.000670,0.000857,0.002829,-0.015576,0.004143,0.004143,0.003158
1602,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001602_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001602_0.tif,9577.483696,9577.484008,0.001843,0.001961,0.003158,0.004472,-0.014590,0.004801,0.003486,0.001843,0.001843,0.001961,0.003158,0.004472,-0.014590,0.004801,0.003486,0.001843
1603,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001603_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001603_0.tif,9579.483725,9579.484029,0.001514,0.001961,0.002829,0.003486,-0.015247,0.005129,0.004801,0.003158,0.001514,0.001961,0.002829,0.003486,-0.015247,0.005129,0.004801,0.003158
1604,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001604_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001604_0.tif,9581.483727,9581.483958,0.001514,0.002619,0.003158,0.004143,-0.015905,0.003815,0.003486,0.003158,0.001514,0.002619,0.003158,0.004143,-0.015905,0.003815,0.003486,0.003158
1605,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001605_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001605_0.tif,9583.483691,9583.484087,0.002172,0.002454,0.003158,0.003486,-0.015576,0.004472,0.004472,0.003815,0.002172,0.002454,0.003158,0.003486,-0.015576,0.004472,0.004472,0.003815
1606,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001606_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001606_0.tif,9585.483800,9585.484082,0.001514,0.002619,0.003486,0.005129,-0.013275,0.007759,0.008416,0.008416,0.001514,0.002619,0.003486,0.005129,-0.013275,0.007759,0.008416,0.008416
1607,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001607_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001607_0.tif,9587.483764,9587.484086,0.001514,0.003276,0.004143,0.005458,-0.013275,0.007101,0.007430,0.006773,0.001514,0.003276,0.004143,0.005458,-0.013275,0.007101,0.007430,0.006773
1608,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001608_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001608_0.tif,9589.483716,9589.484076,0.001843,0.002619,0.004143,0.007430,-0.009989,0.011703,0.011374,0.010717,0.001843,0.002619,0.004143,0.007430,-0.009989,0.011703,0.011374,0.010717
1609,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001609_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001609_0.tif,9591.483713,9591.484068,0.001843,-0.000834,0.000528,0.000857,-0.016233,0.004472,0.005129,0.006444,0.001843,-0.000834,0.000528,0.000857,-0.016233,0.004472,0.005129,0.006444
1610,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001610_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001610_0.tif,9593.483663,9593.484168,0.001514,0.001961,0.005129,0.007759,-0.010317,0.009402,0.008745,0.006115,0.001514,0.001961,0.005129,0.007759,-0.010317,0.009402,0.008745,0.006115
1611,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001611_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001611_0.tif,9595.483840,9595.484075,0.001514,0.002619,0.003486,0.005129,-0.012947,0.007430,0.007759,0.007430,0.001514,0.002619,0.003486,0.005129,-0.012947,0.007430,0.007759,0.007430
1612,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001612_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001612_0.tif,9597.483715,9597.484073,0.001186,0.001632,0.002500,0.003815,-0.014919,0.006115,0.006444,0.006444,0.001186,0.001632,0.002500,0.003815,-0.014919,0.006115,0.006444,0.006444
1613,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001613_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001613_0.tif,9599.483840,9599.484196,0.001514,-0.000012,0.001843,0.003815,-0.013933,0.009731,0.010388,0.010717,0.001514,-0.000012,0.001843,0.003815,-0.013933,0.009731,0.010388,0.010717
1614,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001614_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001614_0.tif,9601.483713,9601.484103,0.001514,0.001796,0.003158,0.005129,-0.012618,0.008745,0.009073,0.009073,0.001514,0.001796,0.003158,0.005129,-0.012618,0.008745,0.009073,0.009073
1615,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001615_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001615_0.tif,9603.483704,9603.483980,0.001514,0.003276,0.002172,0.004143,-0.013275,0.007759,0.007101,0.007430,0.001514,0.003276,0.002172,0.004143,-0.013275,0.007759,0.007101,0.007430
1616,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001616_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001616_0.tif,9605.483713,9605.484057,0.001843,0.002619,0.004801,0.005787,-0.011961,0.008745,0.008087,0.007759,0.001843,0.002619,0.004801,0.005787,-0.011961,0.008745,0.008087,0.007759
1617,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001617_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001617_0.tif,9607.483758,9607.484039,0.001514,0.000646,0.003815,0.006115,-0.011632,0.008745,0.008745,0.007759,0.001514,0.000646,0.003815,0.006115,-0.011632,0.008745,0.008745,0.007759
1618,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001618_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001618_0.tif,9609.483709,9609.483988,0.001514,0.003112,0.003815,0.006115,-0.012289,0.009073,0.009073,0.009402,0.001514,0.003112,0.003815,0.006115,-0.012289,0.009073,0.009073,0.009402
1619,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001619_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001619_0.tif,9611.483780,9611.484033,0.001514,0.001303,0.004143,0.005787,-0.012289,0.009073,0.008745,0.008745,0.001514,0.001303,0.004143,0.005787,-0.012289,0.009073,0.008745,0.008745
1620,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001620_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001620_0.tif,9613.483799,9613.484091,0.001514,0.003934,0.003815,0.004801,-0.013275,0.007759,0.008087,0.009073,0.001514,0.003934,0.003815,0.004801,-0.013275,0.007759,0.008087,0.009073
1621,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001621_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001621_0.tif,9615.483696,9615.484029,0.001514,0.003112,0.004801,0.005129,-0.012947,0.006773,0.005458,0.006444,0.001514,0.003112,0.004801,0.005129,-0.012947,0.006773,0.005458,0.006444
1622,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001622_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001622_0.tif,9617.483730,9617.483975,0.001843,0.001468,-0.002101,-0.002758,-0.020834,0.001843,0.004472,0.007101,0.001843,0.001468,-0.002101,-0.002758,-0.020834,0.001843,0.004472,0.007101
1623,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001623_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001623_0.tif,9619.483706,9619.484106,0.001843,0.002125,0.004472,0.007101,-0.010317,0.011045,0.011045,0.010717,0.001843,0.002125,0.004472,0.007101,-0.010317,0.011045,0.011045,0.010717
1624,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001624_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001624_0.tif,9621.483694,9621.484195,0.000528,0.004591,0.005458,0.006773,-0.011961,0.009731,0.009731,0.009402,0.000528,0.004591,0.005458,0.006773,-0.011961,0.009731,0.009731,0.009402
1625,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001625_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001625_0.tif,9623.483707,9623.484052,0.001514,0.001303,0.003158,0.003486,-0.013604,0.006444,0.006444,0.005787,0.001514,0.001303,0.003158,0.003486,-0.013604,0.006444,0.006444,0.005787
1626,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001626_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001626_0.tif,9625.483749,9625.484069,0.001514,0.001961,0.002500,0.006115,-0.011303,0.010388,0.011045,0.009731,0.001514,0.001961,0.002500,0.006115,-0.011303,0.010388,0.011045,0.009731
1627,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001627_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001627_0.tif,9627.483716,9627.484075,0.001514,0.002454,0.004801,0.007101,-0.010646,0.010717,0.010717,0.009731,0.001514,0.002454,0.004801,0.007101,-0.010646,0.010717,0.010717,0.009731
1628,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001628_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001628_0.tif,9629.483859,9629.484144,0.001514,0.001961,0.003815,0.005458,-0.012618,0.008745,0.008087,0.007430,0.001514,0.001961,0.003815,0.005458,-0.012618,0.008745,0.008087,0.007430
1629,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001629_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001629_0.tif,9631.483804,9631.484074,0.001514,0.001796,0.002829,0.004801,-0.012947,0.009073,0.009731,0.009402,0.001514,0.001796,0.002829,0.004801,-0.012947,0.009073,0.009731,0.009402
1630,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001630_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001630_0.tif,9633.483788,9633.484150,0.001843,0.004427,0.004801,0.005787,-0.012618,0.008416,0.009731,0.009731,0.001843,0.004427,0.004801,0.005787,-0.012618,0.008416,0.009731,0.009731
1631,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001631_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001631_0.tif,9635.483690,9635.484030,0.001514,0.001468,0.002829,0.004801,-0.013604,0.009073,0.009731,0.009402,0.001514,0.001468,0.002829,0.004801,-0.013604,0.009073,0.009731,0.009402
1632,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001632_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001632_0.tif,9637.483793,9637.484036,0.001843,0.001796,0.003815,0.006773,-0.011961,0.009402,0.009073,0.007430,0.001843,0.001796,0.003815,0.006773,-0.011961,0.009402,0.009073,0.007430
1633,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001633_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001633_0.tif,9639.483791,9639.484038,0.001514,0.002783,0.002829,0.003815,-0.017219,0.003486,0.004143,0.004143,0.001514,0.002783,0.002829,0.003815,-0.017219,0.003486,0.004143,0.004143
1634,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001634_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001634_0.tif,9641.483786,9641.484074,0.001186,0.001139,0.003158,0.004143,-0.014590,0.006115,0.005787,0.005129,0.001186,0.001139,0.003158,0.004143,-0.014590,0.006115,0.005787,0.005129
1635,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001635_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001635_0.tif,9643.483723,9643.484066,0.001186,0.001632,0.004472,0.006773,-0.012947,0.008416,0.007759,0.007101,0.001186,0.001632,0.004472,0.006773,-0.012947,0.008416,0.007759,0.007101
1636,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001636_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001636_0.tif,9645.483778,9645.484076,0.001514,0.001468,0.002829,0.004143,-0.015576,0.006115,0.006444,0.006773,0.001514,0.001468,0.002829,0.004143,-0.015576,0.006115,0.006444,0.006773
1637,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001637_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001637_0.tif,9647.483776,9647.484088,0.001843,0.001139,0.002500,0.004801,-0.014919,0.007430,0.008416,0.008087,0.001843,0.001139,0.002500,0.004801,-0.014919,0.007430,0.008416,0.008087
1638,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001638_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001638_0.tif,9649.483765,9649.484019,0.001514,0.001468,0.003158,0.004143,-0.016562,0.005458,0.007101,0.007101,0.001514,0.001468,0.003158,0.004143,-0.016562,0.005458,0.007101,0.007101
1639,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001639_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001639_0.tif,9651.483807,9651.484106,0.001843,0.001139,0.001843,0.003815,-0.016562,0.005458,0.006115,0.004801,0.001843,0.001139,0.001843,0.003815,-0.016562,0.005458,0.006115,0.004801
1640,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001640_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001640_0.tif,9653.483695,9653.484038,0.001843,0.000152,0.001843,0.004801,-0.015905,0.005787,0.005458,0.002829,0.001843,0.000152,0.001843,0.004801,-0.015905,0.005787,0.005458,0.002829
1641,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001641_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001641_0.tif,9655.483827,9655.484102,0.001843,0.000810,0.000857,0.001843,-0.020177,0.001186,0.001843,0.000857,0.001843,0.000810,0.000857,0.001843,-0.020177,0.001186,0.001843,0.000857
1642,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001642_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001642_0.tif,9657.483780,9657.484026,0.002172,0.000810,0.002829,0.005458,-0.014919,0.006444,0.006773,0.005458,0.002172,0.000810,0.002829,0.005458,-0.014919,0.006444,0.006773,0.005458
1643,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001643_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001643_0.tif,9659.483829,9659.484088,0.002172,0.000152,0.001514,0.002829,-0.018205,0.003815,0.004143,0.003158,0.002172,0.000152,0.001514,0.002829,-0.018205,0.003815,0.004143,0.003158
1644,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001644_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001644_0.tif,9661.483833,9661.484092,0.002172,0.000481,0.000200,0.001186,-0.021492,-0.002430,-0.002101,-0.004073,0.002172,0.000481,0.000200,0.001186,-0.021492,-0.002430,-0.002101,-0.004073
1645,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001645_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001645_0.tif,9663.483795,9663.484043,0.001514,0.000317,0.001514,0.003158,-0.017876,0.004143,0.004801,0.003815,0.001514,0.000317,0.001514,0.003158,-0.017876,0.004143,0.004801,0.003815
1646,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001646_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001646_0.tif,9665.483863,9665.484097,0.001843,0.001139,0.000528,0.002829,-0.019191,0.001843,0.003158,0.001514,0.001843,0.001139,0.000528,0.002829,-0.019191,0.001843,0.003158,0.001514
1647,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001647_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001647_0.tif,9667.483786,9667.483993,0.001514,0.000974,0.000857,0.001843,-0.019520,0.002829,0.005458,0.005458,0.001514,0.000974,0.000857,0.001843,-0.019520,0.002829,0.005458,0.005458
1648,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001648_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001648_0.tif,9669.483722,9669.483995,0.001514,-0.000012,-0.000458,-0.000129,-0.023464,-0.002758,-0.002101,-0.003087,0.001514,-0.000012,-0.000458,-0.000129,-0.023464,-0.002758,-0.002101,-0.003087
1649,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001649_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001649_0.tif,9671.483742,9671.484021,0.001186,-0.001163,0.000528,0.001843,-0.019848,0.002500,0.002829,0.001186,0.001186,-0.001163,0.000528,0.001843,-0.019848,0.002500,0.002829,0.001186
1650,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001650_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001650_0.tif,9673.483770,9673.484000,0.001186,0.000152,0.001186,0.002500,-0.019191,0.002829,0.003815,0.002829,0.001186,0.000152,0.001186,0.002500,-0.019191,0.002829,0.003815,0.002829
1651,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001651_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001651_0.tif,9675.483780,9675.484091,0.001514,-0.000341,-0.000786,0.001186,-0.019520,0.002500,0.002829,0.002172,0.001514,-0.000341,-0.000786,0.001186,-0.019520,0.002500,0.002829,0.002172
1652,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001652_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001652_0.tif,9677.483775,9677.484084,0.001843,0.003769,0.003486,0.004801,-0.016890,0.005129,0.004143,0.003158,0.001843,0.003769,0.003486,0.004801,-0.016890,0.005129,0.004143,0.003158
1653,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001653_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001653_0.tif,9679.483810,9679.484038,0.001514,0.000152,0.002500,0.005129,-0.015905,0.006115,0.006115,0.004801,0.001514,0.000152,0.002500,0.005129,-0.015905,0.006115,0.006115,0.004801
1654,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001654_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001654_0.tif,9681.483770,9681.484021,0.000857,0.004098,0.003158,0.004143,-0.018862,0.002500,0.003815,0.002500,0.000857,0.004098,0.003158,0.004143,-0.018862,0.002500,0.003815,0.002500
1655,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001655_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001655_0.tif,9683.483771,9683.484060,0.001514,0.001139,0.003486,0.004472,-0.017876,0.002829,0.001514,0.000200,0.001514,0.001139,0.003486,0.004472,-0.017876,0.002829,0.001514,0.000200
1656,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001656_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001656_0.tif,9685.483716,9685.484134,0.001514,0.001303,0.000200,0.000200,-0.021492,-0.000458,0.000857,0.000528,0.001514,0.001303,0.000200,0.000200,-0.021492,-0.000458,0.000857,0.000528
1657,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001657_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001657_0.tif,9687.483751,9687.484053,0.001514,0.001796,0.003158,0.004801,-0.013275,0.008087,0.008416,0.008745,0.001514,0.001796,0.003158,0.004801,-0.013275,0.008087,0.008416,0.008745
1658,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001658_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001658_0.tif,9689.483770,9689.484038,0.001186,0.002454,0.003158,0.004472,-0.014261,0.007101,0.007759,0.007759,0.001186,0.002454,0.003158,0.004472,-0.014261,0.007101,0.007759,0.007759
1659,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001659_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001659_0.tif,9691.483870,9691.484108,0.001843,0.000152,0.003486,0.004801,-0.013933,0.007430,0.007101,0.006115,0.001843,0.000152,0.003486,0.004801,-0.013933,0.007430,0.007101,0.006115
1660,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001660_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001660_0.tif,9693.483794,9693.484087,0.001514,0.002947,0.004143,0.005787,-0.012947,0.008416,0.008416,0.007101,0.001514,0.002947,0.004143,0.005787,-0.012947,0.008416,0.008416,0.007101
1661,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001661_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001661_0.tif,9695.483793,9695.484032,0.001514,0.004098,0.004143,0.006115,-0.013275,0.008416,0.009402,0.008087,0.001514,0.004098,0.004143,0.006115,-0.013275,0.008416,0.009402,0.008087
1662,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001662_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001662_0.tif,9697.483721,9697.484064,0.001514,0.003112,0.003815,0.005129,-0.014590,0.006115,0.006444,0.005787,0.001514,0.003112,0.003815,0.005129,-0.014590,0.006115,0.006444,0.005787
1663,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001663_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001663_0.tif,9699.483733,9699.484048,0.001186,-0.006095,-0.002758,0.000528,-0.017548,0.005129,0.006773,0.007101,0.001186,-0.006095,-0.002758,0.000528,-0.017548,0.005129,0.006773,0.007101
1664,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001664_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001664_0.tif,9701.483749,9701.484082,0.001186,-0.000834,0.001514,0.004472,-0.014590,0.007101,0.008087,0.007430,0.001186,-0.000834,0.001514,0.004472,-0.014590,0.007101,0.008087,0.007430
1665,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001665_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001665_0.tif,9703.483886,9703.484055,0.000528,0.001303,0.001843,0.002172,-0.018862,0.002172,0.002500,0.002829,0.000528,0.001303,0.001843,0.002172,-0.018862,0.002172,0.002500,0.002829
1666,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001666_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001666_0.tif,9705.483773,9705.484012,0.001186,0.000810,0.001843,0.003158,-0.018862,0.003158,0.003486,0.002500,0.001186,0.000810,0.001843,0.003158,-0.018862,0.003158,0.003486,0.002500
1667,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001667_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00001667_0.tif,9707.483790,9707.484092,0.001514,0.000152,0.000200,0.002172,-0.018862,0.003486,0.004472,0.003486,0.001514,0.000152,0.000200,0.002172,-0.018862,0.003486,0.004472,0.003486
