"E0",,,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
1195,0.00392069,0.137224,35.1372,34.9999
1196,0.0039549,0.138421,35.1384,34.9999
1197,0.00398153,0.139353,35.1393,34.9999
1198,0.00397442,0.139104,35.139,34.9999
1199,0.00392698,0.137444,35.1374,34.9999
1200,0.00396601,0.13881,35.1387,34.9999
1201,0.0039537,0.138379,35.1383,34.9999
1202,0.00395674,0.138485,35.1384,34.9999
1203,0.0039155,0.137042,35.137,34.9999
1204,0.00394878,0.138207,35.1381,34.9999
1205,0.00397097,0.138984,35.1389,34.9999
1206,0.00394927,0.138224,35.1382,34.9999
1207,0.00397101,0.138985,35.1389,34.9999
1208,0.00396009,0.138603,35.1385,34.9999
1209,0.00394886,0.13821,35.1381,34.9999
1210,0.00392864,0.137502,35.1374,34.9999
1211,0.00396685,0.13884,35.1388,34.9999
1212,0.00392184,0.137264,35.1372,34.9999
1213,0.0038973,0.136405,35.1363,34.9999
1214,0.00388824,0.136088,35.136,34.9999
1215,0.00387234,0.135531,35.1355,34.9999
1216,0.00391665,0.137082,35.137,34.9999
1217,0.0039395,0.137882,35.1378,34.9999
1218,0.00394661,0.138131,35.1381,34.9999
1219,0.00394384,0.138034,35.138,34.9999
1220,0.0039205,0.137217,35.1371,34.9999
1221,0.00394177,0.137962,35.1379,34.9999
1222,0.00392179,0.137263,35.1372,34.9999
1223,0.003904,0.13664,35.1366,34.9999
1224,0.003928,0.13748,35.1374,34.9999
1225,0.00391636,0.137072,35.137,34.9999
1226,0.00390301,0.136605,35.1365,34.9999
1227,0.00391413,0.136994,35.1369,34.9999
1228,0.0038948,0.136318,35.1362,34.9999
1229,0.00388338,0.135918,35.1358,34.9999
1230,0.00390855,0.136799,35.1367,34.9999
1231,0.00394551,0.138093,35.138,34.9999
1232,0.00393541,0.137739,35.1377,34.9999
1233,0.00390424,0.136648,35.1366,34.9999
1234,0.00388366,0.135928,35.1359,34.9999
1235,0.0039319,0.137616,35.1375,34.9999
1236,0.00392052,0.137218,35.1371,34.9999
1237,0.0039146,0.137011,35.1369,34.9999
1238,0.00391431,0.137001,35.1369,34.9999
1239,0.00391742,0.137109,35.137,34.9999
1240,0.0038832,0.135912,35.1358,34.9999
1241,0.0039086,0.136801,35.1367,34.9999
1242,0.00389372,0.13628,35.1362,34.9999
1243,0.00388777,0.136072,35.136,34.9999
1244,0.00387294,0.135552,35.1355,34.9999
1245,0.00391029,0.13686,35.1368,34.9999
1246,0.00391797,0.137129,35.1371,34.9999
1247,0.00387981,0.135793,35.1357,34.9999
1248,0.00387984,0.135794,35.1357,34.9999
1249,0.00388275,0.135896,35.1358,34.9999
1250,0.00391194,0.136918,35.1368,34.9999
1251,0.00385686,0.13499,35.1349,34.9999
1252,0.00388372,0.13593,35.1359,34.9999
1253,0.00385073,0.134775,35.1347,34.9999
1254,0.00389306,0.136257,35.1362,34.9999
1255,0.003861,0.135135,35.1351,34.9999
1256,0.0038541,0.134893,35.1348,34.9999
1257,0.00390961,0.136836,35.1368,34.9999
1258,0.00386,0.1351,35.135,34.9999
1259,0.00385052,0.134768,35.1347,34.9999
1260,0.0038738,0.135583,35.1355,34.9999
1261,0.0038643,0.13525,35.1352,34.9999
1262,0.00387101,0.135485,35.1354,34.9999
1263,0.00386885,0.135409,35.1353,34.9999
1264,0.00385846,0.135046,35.135,34.9999
1265,0.00386497,0.135274,35.1352,34.9999
1266,0.00385023,0.134758,35.1347,34.9999
1267,0.00384172,0.13446,35.1344,34.9999
1268,0.00385638,0.134973,35.1349,34.9999
1269,0.00386939,0.135428,35.1354,34.9999
1270,0.00384948,0.134732,35.1347,34.9999
1271,0.00386011,0.135104,35.135,34.9999
1272,0.00386613,0.135314,35.1352,34.9999
1273,0.00384986,0.134745,35.1347,34.9999
1274,0.0038431,0.134508,35.1344,34.9999
1275,0.00384742,0.134659,35.1346,34.9999
1276,0.00384758,0.134665,35.1346,34.9999
1277,0.00384165,0.134458,35.1344,34.9999
1278,0.00385084,0.134779,35.1347,34.9999
1279,0.00384554,0.134594,35.1345,34.9999
1280,0.00385616,0.134965,35.1349,34.9999
1281,0.0038766,0.135681,35.1356,34.9999
1282,0.0038534,0.134869,35.1348,34.9999
1283,0.00383514,0.13423,35.1342,34.9999
1284,0.00382174,0.13376,35.1337,34.9999
1285,0.00383273,0.134145,35.1341,34.9999
1286,0.00385989,0.135096,35.135,34.9999
1287,0.00383371,0.13418,35.1341,34.9999
1288,0.00385242,0.134834,35.1348,34.9999
1289,0.00384606,0.134612,35.1345,34.9999
1290,0.00383164,0.134107,35.134,34.9999
1291,0.00380811,0.133284,35.1332,34.9999
1292,0.00386399,0.135239,35.1352,34.9999
1293,0.00383227,0.134129,35.1341,34.9999
1294,0.00377669,0.132184,35.1321,34.9999
1295,0.00384968,0.134738,35.1347,34.9999
1296,0.00383429,0.1342,35.1341,34.9999
1297,0.00385231,0.13483,35.1348,34.9999
1298,0.0038392,0.134372,35.1343,34.9999
1299,0.00380508,0.133178,35.1331,34.9999
1300,0.00384126,0.134444,35.1344,34.9999
1301,0.00385985,0.135094,35.135,34.9999
1302,0.00381137,0.133398,35.1333,34.9999
1303,0.00381544,0.13354,35.1335,34.9999
1304,0.00383063,0.134072,35.134,34.9999
1305,0.00381439,0.133503,35.1334,34.9999
1306,0.00382549,0.133892,35.1338,34.9999
1307,0.00381233,0.133431,35.1334,34.9999
1308,0.00380811,0.133283,35.1332,34.9999
1309,0.00380105,0.133037,35.133,34.9999
1310,0.00379062,0.132671,35.1326,34.9999
1311,0.00383162,0.134107,35.134,34.9999
1312,0.00378828,0.13259,35.1325,34.9999
1313,0.00379245,0.132735,35.1327,34.9999
1314,0.00381869,0.133654,35.1336,34.9999
1315,0.00380206,0.133072,35.133,34.9999
1316,0.00381218,0.133426,35.1334,34.9999
1317,0.00380631,0.133221,35.1332,34.9999
1318,0.00381791,0.133627,35.1336,34.9999
1319,0.00383109,0.134088,35.134,34.9999
1320,0.00381633,0.133571,35.1335,34.9999
1321,0.00379839,0.132943,35.1329,34.9999
1322,0.0038112,0.133392,35.1333,34.9999
1323,0.00380082,0.133028,35.133,34.9999
1324,0.0038019,0.133066,35.133,34.9999
1325,0.00378804,0.132581,35.1325,34.9999
1326,0.00380469,0.133164,35.1331,34.9999
1327,0.0037961,0.132863,35.1328,34.9999
1328,0.00379697,0.132894,35.1328,34.9999
1329,0.00382537,0.133888,35.1338,34.9999
1330,0.00375648,0.131477,35.1314,34.9999
1331,0.00378543,0.13249,35.1324,34.9999
1332,0.00379078,0.132677,35.1326,34.9999
1333,0.003754,0.13139,35.1313,34.9999
1334,0.00380628,0.13322,35.1331,34.9999
1335,0.00376807,0.131882,35.1318,34.9999
1336,0.00378489,0.132471,35.1324,34.9999
1337,0.00377648,0.132176,35.1321,34.9999
1338,0.00377574,0.132151,35.1321,34.9999
1339,0.00377179,0.132012,35.1319,34.9999
1340,0.00372881,0.130508,35.1304,34.9999
1341,0.00378878,0.132607,35.1325,34.9999
1342,0.00380426,0.133149,35.1331,34.9999
1343,0.00375877,0.131557,35.1315,34.9999
1344,0.00376137,0.131648,35.1316,34.9999
1345,0.00377936,0.132277,35.1322,34.9999
1346,0.00373907,0.130867,35.1308,34.9999
1347,0.00375709,0.131498,35.1314,34.9999
1348,0.00376183,0.131664,35.1316,34.9999
1349,0.00376927,0.131924,35.1319,34.9999
1350,0.00375502,0.131425,35.1314,34.9999
1351,0.0037526,0.131341,35.1313,34.9999
1352,0.00373859,0.13085,35.1308,34.9999
1353,0.00376042,0.131615,35.1315,34.9999
1354,0.00372485,0.13037,35.1303,34.9999
1355,0.00376365,0.131727,35.1317,34.9999
1356,0.00375642,0.131474,35.1314,34.9999
1357,0.00378566,0.132498,35.1324,34.9999
1358,0.00375868,0.131553,35.1315,34.9999
1359,0.00372875,0.130506,35.1304,34.9999
1360,0.00371956,0.130184,35.1301,34.9999
1361,0.00373506,0.130727,35.1307,34.9999
1362,0.00377633,0.132171,35.1321,34.9999
1363,0.00373458,0.13071,35.1306,34.9999
1364,0.00373137,0.130598,35.1305,34.9999
1365,0.00372592,0.130407,35.1303,34.9999
1366,0.0036969,0.129391,35.1293,34.9999
1367,0.00372168,0.130259,35.1302,34.9999
1368,0.00375546,0.131441,35.1314,34.9999
1369,0.00374432,0.131051,35.131,34.9999
1370,0.00373286,0.13065,35.1306,34.9999
1371,0.00371738,0.130108,35.13,34.9999
1372,0.00375926,0.131574,35.1315,34.9999
1373,0.00373072,0.130575,35.1305,34.9999
1374,0.00372259,0.13029,35.1302,34.9999
1375,0.00374562,0.131097,35.131,34.9999
1376,0.00374625,0.131119,35.131,34.9999
1377,0.00374455,0.131059,35.131,34.9999
1378,0.00374332,0.131016,35.1309,34.9999
1379,0.00373236,0.130632,35.1306,34.9999
1380,0.00372491,0.130372,35.1303,34.9999
1381,0.00374897,0.131214,35.1311,34.9999
1382,0.00372562,0.130397,35.1303,34.9999
1383,0.00368322,0.128912,35.1288,34.9999
1384,0.00372126,0.130244,35.1302,34.9999
1385,0.00374311,0.131009,35.1309,34.9999
1386,0.00371123,0.129893,35.1298,34.9999
1387,0.00373462,0.130712,35.1306,34.9999
1388,0.00368735,0.129057,35.129,34.9999
1389,0.00372108,0.130238,35.1302,34.9999
1390,0.00368603,0.129011,35.1289,34.9999
1391,0.00374013,0.130904,35.1308,34.9999
1392,0.00374614,0.131115,35.131,34.9999
1393,0.00371977,0.130192,35.1301,34.9999
1394,0.00368418,0.128946,35.1289,34.9999
1395,0.00370555,0.129694,35.1296,34.9999
1396,0.00367211,0.128524,35.1285,34.9999
1397,0.00372076,0.130226,35.1302,34.9999
1398,0.00373599,0.130759,35.1307,34.9999
1399,0.00373701,0.130795,35.1307,34.9999
1400,0.00372761,0.130466,35.1304,34.9999
1401,0.00372778,0.130472,35.1304,34.9999
1402,0.00370428,0.12965,35.1296,34.9999
1403,0.00367105,0.128486,35.1284,34.9999
1404,0.00369186,0.129215,35.1291,34.9999
1405,0.0036828,0.128898,35.1288,34.9999
1406,0.00372055,0.130219,35.1301,34.9999
1407,0.00365451,0.127908,35.1278,34.9999
1408,0.00371864,0.130152,35.1301,34.9999
1409,0.00371862,0.130151,35.1301,34.9999
1410,0.00365927,0.128074,35.128,34.9999
1411,0.00370454,0.129659,35.1296,34.9999
1412,0.00369675,0.129386,35.1293,34.9999
1413,0.00371187,0.129915,35.1298,34.9999
1414,0.0036397,0.127389,35.1273,34.9999
1415,0.00369764,0.129417,35.1293,34.9999
1416,0.00369309,0.129258,35.1292,34.9999
1417,0.00369703,0.129396,35.1293,34.9999
1418,0.00364878,0.127707,35.1276,34.9999
1419,0.00366809,0.128383,35.1283,34.9999
1420,0.00368145,0.128851,35.1288,34.9999
1421,0.00365966,0.128088,35.128,34.9999
1422,0.00367498,0.128624,35.1286,34.9999
1423,0.00365065,0.127772,35.1277,34.9999
1424,0.00366479,0.128268,35.1282,34.9999
1425,0.00367735,0.128707,35.1286,34.9999
1426,0.00368863,0.129102,35.129,34.9999
1427,0.00365679,0.127987,35.1279,34.9999
1428,0.00362196,0.126768,35.1267,34.9999
1429,0.0036703,0.12846,35.1284,34.9999
1430,0.0036619,0.128166,35.1281,34.9999
1431,0.00364036,0.127412,35.1273,34.9999
1432,0.00365791,0.128027,35.128,34.9999
1433,0.00365497,0.127924,35.1279,34.9999
1434,0.00365606,0.127962,35.1279,34.9999
1435,0.00368011,0.128804,35.1287,34.9999
1436,0.00368543,0.12899,35.1289,34.9999
1437,0.00365387,0.127885,35.1278,34.9999
1438,0.00362966,0.127038,35.127,34.9999
1439,0.00365807,0.128032,35.128,34.9999
1440,0.00365037,0.127763,35.1277,34.9999
1441,0.00368072,0.128825,35.1288,34.9999
1442,0.00363388,0.127186,35.1271,34.9999
1443,0.00365515,0.12793,35.1279,34.9999
1444,0.0036749,0.128621,35.1286,34.9999
1445,0.00366275,0.128196,35.1281,34.9999
1446,0.0036686,0.128401,35.1283,34.9999
1447,0.00368031,0.12881,35.1287,34.9999
1448,0.00366632,0.128321,35.1283,34.9999
1449,0.00367634,0.128672,35.1286,34.9999
1450,0.00369329,0.129265,35.1292,34.9999
1451,0.00363228,0.127129,35.1271,34.9999
1452,0.00367925,0.128774,35.1287,34.9999
1453,0.00363627,0.127269,35.1272,34.9999
1454,0.00363121,0.127092,35.127,34.9999
1455,0.00365977,0.128092,35.128,34.9999
1456,0.00360599,0.126209,35.1261,34.9999
1457,0.003656,0.12796,35.1279,34.9999
1458,0.00363699,0.127294,35.1272,34.9999
1459,0.00367704,0.128696,35.1286,34.9999
1460,0.00363606,0.127262,35.1272,34.9999
1461,0.00364502,0.127576,35.1275,34.9999
1462,0.00363937,0.127378,35.1273,34.9999
1463,0.00358532,0.125486,35.1254,34.9999
1464,0.00366367,0.128228,35.1282,34.9999
1465,0.0035874,0.125559,35.1255,34.9999
1466,0.00358479,0.125467,35.1254,34.9999
1467,0.00361207,0.126422,35.1264,34.9999
1468,0.00359935,0.125977,35.1259,34.9999
1469,0.00360814,0.126285,35.1262,34.9999
1470,0.00362356,0.126824,35.1268,34.9999
1471,0.00363062,0.127071,35.127,34.9999
1472,0.00361633,0.126571,35.1265,34.9999
1473,0.00362179,0.126762,35.1267,34.9999
1474,0.00362016,0.126705,35.1266,34.9999
1475,0.00364028,0.12741,35.1273,34.9999
1476,0.00361613,0.126564,35.1265,34.9999
1477,0.00361029,0.12636,35.1263,34.9999
1478,0.00361963,0.126687,35.1266,34.9999
1479,0.0036188,0.126658,35.1266,34.9999
1480,0.00358347,0.125421,35.1254,34.9999
1481,0.00362082,0.126729,35.1267,34.9999
1482,0.00358867,0.125603,35.1255,34.9999
1483,0.00359612,0.125864,35.1258,34.9999
1484,0.00357245,0.125036,35.125,34.9999
1485,0.00359765,0.125918,35.1258,34.9999
1486,0.00361496,0.126523,35.1265,34.9999
1487,0.00360066,0.126023,35.126,34.9999
1488,0.00360341,0.126119,35.126,34.9999
1489,0.00357714,0.1252,35.1251,34.9999
1490,0.0035457,0.124099,35.124,34.9999
1491,0.00358803,0.125581,35.1255,34.9999
1492,0.00361989,0.126696,35.1266,34.9999
1493,0.00358063,0.125322,35.1253,34.9999
1494,0.00363296,0.127153,35.1271,34.9999
1495,0.00357748,0.125212,35.1251,34.9999
1496,0.00362671,0.126935,35.1269,34.9999
1497,0.00355862,0.124552,35.1245,34.9999
1498,0.00361901,0.126665,35.1266,34.9999
1499,0.00358809,0.125583,35.1255,34.9999
1500,0.00359563,0.125847,35.1258,34.9999
1501,0.00359181,0.125713,35.1256,34.9999
1502,0.00359322,0.125762,35.1257,34.9999
1503,0.00362474,0.126866,35.1268,34.9999
1504,0.00356727,0.124854,35.1248,34.9999
1505,0.00358171,0.12536,35.1253,34.9999
1506,0.0036091,0.126318,35.1262,34.9999
1507,0.00356115,0.12464,35.1246,34.9999
1508,0.00341428,0.119499,35.1194,34.9999
1509,0.00355192,0.124317,35.1242,34.9999
1510,0.00356105,0.124637,35.1246,34.9999
1511,0.00357661,0.125181,35.1251,34.9999
1512,0.00356352,0.124723,35.1247,34.9999
1513,0.00354284,0.123999,35.1239,34.9999
1514,0.00358946,0.125631,35.1256,34.9999
1515,0.00356225,0.124678,35.1246,34.9999
1516,0.00353293,0.123652,35.1236,34.9999
1517,0.00352343,0.12332,35.1232,34.9999
1518,0.00354997,0.124249,35.1242,34.9999
1519,0.00357753,0.125213,35.1251,34.9999
1520,0.00351238,0.122933,35.1229,34.9999
1521,0.00351864,0.123152,35.1231,34.9999
1522,0.00359955,0.125984,35.1259,34.9999
1523,0.00356301,0.124705,35.1246,34.9999
1524,0.00356592,0.124807,35.1247,34.9999
1525,0.00355021,0.124257,35.1242,34.9999
1526,0.00357475,0.125116,35.125,34.9999
1527,0.00355718,0.124501,35.1244,34.9999
1528,0.00358079,0.125327,35.1253,34.9999
1529,0.00356455,0.124759,35.1247,34.9999
1530,0.00355719,0.124501,35.1244,34.9999
1531,0.00358422,0.125447,35.1254,34.9999
1532,0.00356257,0.12469,35.1246,34.9999
1533,0.00354529,0.124085,35.124,34.9999
1534,0.00355558,0.124445,35.1244,34.9999
1535,0.00354784,0.124174,35.1241,34.9999
1536,0.00356016,0.124605,35.1245,34.9999
1537,0.00353548,0.123742,35.1237,34.9999
1538,0.00354969,0.124239,35.1242,34.9999
1539,0.00355689,0.124491,35.1244,34.9999
1540,0.00354257,0.12399,35.1239,34.9999
1541,0.00355694,0.124493,35.1244,34.9999
1542,0.00354971,0.12424,35.1242,34.9999
1543,0.0035556,0.124446,35.1244,34.9999
1544,0.00354514,0.12408,35.124,34.9999
1545,0.00355711,0.124499,35.1244,34.9999
1546,0.00351982,0.123194,35.1231,34.9999
1547,0.00350169,0.122559,35.1225,34.9999
1548,0.00353049,0.123567,35.1235,34.9999
1549,0.00351266,0.122943,35.1229,34.9999
1550,0.00356031,0.124611,35.1245,34.9999
1551,0.00352825,0.123489,35.1234,34.9999
1552,0.00359321,0.125762,35.1257,34.9999
1553,0.0035034,0.122619,35.1225,34.9999
1554,0.00351469,0.123014,35.1229,34.9999
1555,0.00351122,0.122893,35.1228,34.9999
1556,0.00354017,0.123906,35.1238,34.9999
1557,0.00351773,0.12312,35.1231,34.9999
1558,0.00353657,0.12378,35.1237,34.9999
1559,0.00351817,0.123136,35.1231,34.9999
1560,0.0035104,0.122864,35.1228,34.9999
1561,0.00353983,0.123894,35.1238,34.9999
1562,0.00352974,0.123541,35.1235,34.9999
1563,0.00352388,0.123336,35.1233,34.9999
1564,0.00350574,0.122701,35.1226,34.9999
1565,0.00347071,0.121475,35.1214,34.9999
1566,0.00353892,0.123862,35.1238,34.9999
1567,0.00352203,0.123271,35.1232,34.9999
1568,0.00356213,0.124674,35.1246,34.9999
1569,0.00352287,0.1233,35.1232,34.9999
1570,0.00351602,0.123061,35.123,34.9999
1571,0.00351007,0.122852,35.1228,34.9999
1572,0.0034781,0.121733,35.1217,34.9999
1573,0.00351345,0.12297,35.1229,34.9999
1574,0.00350144,0.12255,35.1225,34.9999
1575,0.00349717,0.122401,35.1223,34.9999
1576,0.00350296,0.122603,35.1225,34.9999
1577,0.00348903,0.122116,35.122,34.9999
1578,0.00350969,0.122839,35.1228,34.9999
1579,0.00347299,0.121554,35.1215,34.9999
1580,0.00351856,0.123149,35.1231,34.9999
1581,0.00351089,0.122881,35.1228,34.9999
1582,0.00350214,0.122575,35.1225,34.9999
1583,0.00347606,0.121662,35.1216,34.9999
1584,0.00344944,0.12073,35.1207,34.9999
1585,0.00350142,0.12255,35.1225,34.9999
1586,0.00349515,0.12233,35.1223,34.9999
1587,0.00349088,0.122181,35.1221,34.9999
1588,0.00347895,0.121763,35.1217,34.9999
1589,0.00348904,0.122116,35.122,34.9999
1590,0.00351468,0.123014,35.1229,34.9999
1591,0.00349528,0.122335,35.1223,34.9999
1592,0.00348393,0.121937,35.1219,34.9999
1593,0.00352524,0.123383,35.1233,34.9999
1594,0.00349543,0.12234,35.1223,34.9999
1595,0.0034476,0.120666,35.1206,34.9999
1596,0.00344191,0.120467,35.1204,34.9999
1597,0.00347879,0.121757,35.1217,34.9999
1598,0.00344558,0.120595,35.1205,34.9999
1599,0.0034582,0.121037,35.121,34.9999
1600,0.00345215,0.120825,35.1208,34.9999
1601,0.00347108,0.121488,35.1214,34.9999
1602,0.00349164,0.122207,35.1221,34.9999
1603,0.00347596,0.121658,35.1216,34.9999
1604,0.00348364,0.121927,35.1219,34.9999
1605,0.00349546,0.122341,35.1223,34.9999
1606,0.00348097,0.121834,35.1218,34.9999
1607,0.00346902,0.121415,35.1213,34.9999
1608,0.00345261,0.120841,35.1208,34.9999
1609,0.00345266,0.120843,35.1208,34.9999
1610,0.00345769,0.121019,35.1209,34.9999
1611,0.00347697,0.121694,35.1216,34.9999
1612,0.00344177,0.120462,35.1204,34.9999
1613,0.0034495,0.120732,35.1207,34.9999
1614,0.00349278,0.122247,35.1222,34.9999
1615,0.00346038,0.121113,35.121,34.9999
1616,0.00343964,0.120387,35.1203,34.9999
1617,0.00347572,0.12165,35.1216,34.9999
1618,0.00346956,0.121434,35.1214,34.9999
1619,0.00346768,0.121368,35.1213,34.9999
1620,0.00344485,0.120569,35.1205,34.9999
1621,0.00347,0.12145,35.1214,34.9999
1622,0.00345053,0.120768,35.1207,34.9999
1623,0.00348209,0.121873,35.1218,34.9999
1624,0.00347504,0.121626,35.1216,34.9999
1625,0.00346328,0.121215,35.1211,34.9999
1626,0.00345024,0.120758,35.1207,34.9999
1627,0.00344933,0.120726,35.1207,34.9999
1628,0.0034581,0.121033,35.121,34.9999
1629,0.00343919,0.120371,35.1203,34.9999
1630,0.00348755,0.122064,35.122,34.9999
1631,0.00351231,0.122931,35.1229,34.9999
1632,0.00346282,0.121198,35.1211,34.9999
1633,0.00344026,0.120409,35.1203,34.9999
1634,0.00344535,0.120587,35.1205,34.9999
1635,0.00345763,0.121017,35.1209,34.9999
1636,0.00343352,0.120173,35.1201,34.9999
1637,0.00343443,0.120205,35.1201,34.9999
1638,0.00347831,0.121741,35.1217,34.9999
1639,0.00345023,0.120758,35.1207,34.9999
1640,0.00343624,0.120268,35.1202,34.9999
1641,0.00341371,0.11948,35.1194,34.9999
1642,0.00342054,0.119719,35.1196,34.9999
1643,0.00344124,0.120443,35.1204,34.9999
1644,0.00337747,0.118211,35.1181,34.9999
1645,0.00342864,0.120002,35.1199,34.9999
1646,0.00346619,0.121316,35.1212,34.9999
1647,0.00340776,0.119271,35.1192,34.9999
1648,0.00343246,0.120136,35.1201,34.9999
1649,0.0034145,0.119507,35.1194,34.9999
1650,0.00344551,0.120593,35.1205,34.9999
1651,0.0034379,0.120326,35.1203,34.9999
1652,0.00342211,0.119774,35.1197,34.9999
1653,0.00343563,0.120247,35.1202,34.9999
1654,0.00345151,0.120803,35.1207,34.9999
1655,0.0034621,0.121173,35.1211,34.9999
1656,0.00341248,0.119436,35.1194,34.9999
1657,0.00340938,0.119328,35.1193,34.9999
1658,0.00342358,0.119825,35.1198,34.9999
1659,0.00340422,0.119147,35.1191,34.9999
1660,0.00338883,0.118609,35.1185,34.9999
1661,0.00340137,0.119048,35.119,34.9999
1662,0.00342137,0.119748,35.1197,34.9999
1663,0.00336954,0.117934,35.1179,34.9999
1664,0.00336617,0.117816,35.1177,34.9999
1665,0.00340801,0.11928,35.1192,34.9999
1666,0.00342383,0.119834,35.1198,34.9999
1667,0.00343756,0.120314,35.1202,34.9999
1668,0.00340661,0.119231,35.1192,34.9999
1669,0.00341793,0.119627,35.1196,34.9999
1670,0.0034074,0.119259,35.1192,34.9999
1671,0.00338505,0.118477,35.1184,34.9999
1672,0.00338929,0.118625,35.1186,34.9999
1673,0.00341053,0.119368,35.1193,34.9999
1674,0.00340533,0.119186,35.1191,34.9999
1675,0.00339465,0.118813,35.1187,34.9999
1676,0.0033992,0.118972,35.1189,34.9999
1677,0.00339908,0.118968,35.1189,34.9999
1678,0.00341927,0.119674,35.1196,34.9999
1679,0.00337593,0.118157,35.1181,34.9999
1680,0.00339757,0.118915,35.1188,34.9999
1681,0.00342936,0.120028,35.12,34.9999
1682,0.00340252,0.119088,35.119,34.9999
1683,0.0033843,0.11845,35.1184,34.9999
1684,0.00340672,0.119235,35.1192,34.9999
1685,0.0033832,0.118412,35.1183,34.9999
1686,0.00342051,0.119718,35.1196,34.9999
1687,0.00341981,0.119693,35.1196,34.9999
1688,0.00338301,0.118405,35.1183,34.9999
1689,0.00339121,0.118692,35.1186,34.9999
1690,0.00333588,0.116755,35.1167,34.9999
1691,0.00337963,0.118287,35.1182,34.9999
1692,0.00338952,0.118633,35.1186,34.9999
1693,0.0033607,0.117624,35.1176,34.9999
1694,0.0033981,0.118933,35.1189,34.9999
1695,0.00338457,0.11846,35.1184,34.9999
1696,0.0034102,0.119357,35.1193,34.9999
1697,0.00336979,0.117943,35.1179,34.9999
1698,0.0033795,0.118282,35.1182,34.9999
1699,0.00338567,0.118498,35.1184,34.9999
1700,0.00339905,0.118967,35.1189,34.9999
1701,0.00337565,0.118148,35.1181,34.9999
1702,0.00336568,0.117799,35.1177,34.9999
1703,0.00336242,0.117684,35.1176,34.9999
1704,0.00338175,0.118361,35.1183,34.9999
1705,0.00339142,0.1187,35.1186,34.9999
1706,0.00335555,0.117444,35.1174,34.9999
1707,0.00336194,0.117668,35.1176,34.9999
1708,0.00337446,0.118106,35.118,34.9999
1709,0.00337815,0.118235,35.1182,34.9999
1710,0.00336015,0.117605,35.1175,34.9999
1711,0.0033145,0.116007,35.1159,34.9999
1712,0.00329992,0.115497,35.1154,34.9999
1713,0.0033997,0.118989,35.1189,34.9999
1714,0.00336881,0.117908,35.1178,34.9999
1715,0.00335767,0.117518,35.1174,34.9999
1716,0.00341216,0.119425,35.1194,34.9999
1717,0.00336952,0.117933,35.1179,34.9999
1718,0.00339466,0.118813,35.1187,34.9999
1719,0.00336007,0.117602,35.1175,34.9999
1720,0.00335989,0.117596,35.1175,34.9999
1721,0.00337966,0.118288,35.1182,34.9999
1722,0.00333929,0.116875,35.1168,34.9999
1723,0.00336131,0.117646,35.1176,34.9999
1724,0.0033506,0.117271,35.1172,34.9999
1725,0.00337455,0.118109,35.118,34.9999
1726,0.00337572,0.11815,35.1181,34.9999
1727,0.00334149,0.116952,35.1169,34.9999
1728,0.00333987,0.116895,35.1168,34.9999
1729,0.0033506,0.117271,35.1172,34.9999
1730,0.00334484,0.117069,35.117,34.9999
1731,0.0033438,0.117033,35.117,34.9999
1732,0.00334812,0.117184,35.1171,34.9999
1733,0.00336313,0.117709,35.1176,34.9999
1734,0.00335178,0.117312,35.1172,34.9999
1735,0.00332266,0.116293,35.1162,34.9999
1736,0.00332763,0.116467,35.1164,34.9999
1737,0.00333374,0.116681,35.1166,34.9999
1738,0.00334529,0.117085,35.117,34.9999
1739,0.00332791,0.116477,35.1164,34.9999
1740,0.00336815,0.117885,35.1178,34.9999
1741,0.00334719,0.117151,35.1171,34.9999
1742,0.00342819,0.119986,35.1199,34.9999
1743,0.00334063,0.116922,35.1169,34.9999
1744,0.00332343,0.11632,35.1162,34.9999
1745,0.00332877,0.116507,35.1164,34.9999
1746,0.00332461,0.116361,35.1163,34.9999
1747,0.0033123,0.11593,35.1159,34.9999
1748,0.00329642,0.115375,35.1153,34.9999
1749,0.00332182,0.116263,35.1162,34.9999
1750,0.00337128,0.117995,35.1179,34.9999
1751,0.0033286,0.116501,35.1164,34.9999
1752,0.00332139,0.116248,35.1162,34.9999
1753,0.00334449,0.117057,35.117,34.9999
1754,0.00334235,0.116982,35.1169,34.9999
1755,0.00335236,0.117332,35.1173,34.9999
1756,0.00335964,0.117587,35.1175,34.9999
1757,0.00329636,0.115372,35.1153,34.9999
1758,0.00332194,0.116268,35.1162,34.9999
1759,0.00335017,0.117256,35.1172,34.9999
1760,0.00329794,0.115428,35.1154,34.9999
1761,0.00332827,0.116489,35.1164,34.9999
1762,0.00332451,0.116358,35.1163,34.9999
1763,0.00331479,0.116017,35.1159,34.9999
1764,0.00331448,0.116007,35.1159,34.9999
1765,0.00331123,0.115893,35.1158,34.9999
1766,0.00332983,0.116544,35.1165,34.9999
1767,0.00332697,0.116444,35.1164,34.9999
1768,0.00330712,0.115749,35.1157,34.9999
1769,0.00330214,0.115575,35.1155,34.9999
1770,0.00333927,0.116874,35.1168,34.9999
1771,0.00331403,0.115991,35.1159,34.9999
1772,0.00330754,0.115764,35.1157,34.9999
1773,0.00333043,0.116565,35.1165,34.9999
1774,0.00331586,0.116055,35.116,34.9999
1775,0.00325813,0.114034,35.114,34.9999
1776,0.00329793,0.115427,35.1154,34.9999
1777,0.00326198,0.114169,35.1141,34.9999
1778,0.00329661,0.115381,35.1153,34.9999
