"E0",,,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
2362,0.00286204,0.100171,35.1001,34.9999
2363,0.00286441,0.100254,35.1002,34.9999
2364,0.00286404,0.100241,35.1002,34.9999
2365,0.00284504,0.0995761,35.0995,34.9999
2366,0.00284827,0.0996893,35.0996,34.9999
2367,0.00284369,0.0995289,35.0995,34.9999
2368,0.00283883,0.099359,35.0993,34.9999
2369,0.00286985,0.100445,35.1004,34.9999
2370,0.00284556,0.0995944,35.0995,34.9999
2371,0.00287175,0.100511,35.1004,34.9999
2372,0.00286492,0.100272,35.1002,34.9999
2373,0.00283185,0.0991147,35.099,34.9999
2374,0.00289651,0.101378,35.1013,34.9999
2375,0.00284664,0.0996323,35.0996,34.9999
2376,0.00279448,0.0978068,35.0977,34.9999
2377,0.00277645,0.0971756,35.0971,34.9999
2378,0.00286091,0.100132,35.1001,34.9999
2379,0.00285912,0.100069,35.1,34.9999
2380,0.00285119,0.0997914,35.0997,34.9999
2381,0.0028621,0.100173,35.1001,34.9999
2382,0.00285212,0.099824,35.0998,34.9999
2383,0.00285647,0.0999764,35.0999,34.9999
2384,0.00284385,0.0995345,35.0995,34.9999
2385,0.00283708,0.0992974,35.0992,34.9999
2386,0.00285428,0.0998997,35.0998,34.9999
2387,0.00282619,0.0989164,35.0988,34.9999
2388,0.00284052,0.0994181,35.0993,34.9999
2389,0.00284594,0.0996077,35.0995,34.9999
2390,0.00282279,0.0987974,35.0987,34.9999
2391,0.00284031,0.0994105,35.0993,34.9999
2392,0.00284936,0.0997275,35.0997,34.9999
2393,0.00280328,0.0981146,35.098,34.9999
2394,0.0028207,0.0987243,35.0987,34.9999
2395,0.00282521,0.0988821,35.0988,34.9999
2396,0.00282954,0.0990338,35.099,34.9999
2397,0.00285829,0.10004,35.1,34.9999
2398,0.00284228,0.0994794,35.0994,34.9999
2399,0.00281945,0.0986807,35.0986,34.9999
2400,0.00281918,0.0986712,35.0986,34.9999
2401,0.00281068,0.0983738,35.0983,34.9999
2402,0.00284888,0.0997106,35.0996,34.9999
2403,0.00285087,0.0997804,35.0997,34.9999
2404,0.00281079,0.0983773,35.0983,34.9999
2405,0.00282073,0.0987255,35.0987,34.9999
2406,0.00286364,0.100227,35.1002,34.9999
2407,0.00279599,0.0978596,35.0978,34.9999
2408,0.0028199,0.0986961,35.0986,34.9999
2409,0.00280256,0.0980895,35.098,34.9999
2410,0.00283681,0.0992881,35.0992,34.9999
2411,0.00283132,0.0990961,35.099,34.9999
2412,0.0028128,0.098448,35.0984,34.9999
2413,0.00279035,0.097662,35.0976,34.9999
2414,0.00277874,0.0972557,35.0972,34.9999
2415,0.00282481,0.0988682,35.0988,34.9999
2416,0.00281051,0.0983677,35.0983,34.9999
2417,0.0027984,0.0979437,35.0979,34.9999
2418,0.00284,0.0993999,35.0993,34.9999
2419,0.00282734,0.0989569,35.0989,34.9999
2420,0.00279369,0.0977791,35.0977,34.9999
2421,0.00282522,0.0988824,35.0988,34.9999
2422,0.00280206,0.0980718,35.098,34.9999
2423,0.00281301,0.098455,35.0984,34.9999
2424,0.00280757,0.0982647,35.0982,34.9999
2425,0.00277632,0.097171,35.0971,34.9999
2426,0.0028109,0.0983814,35.0983,34.9999
2427,0.00279843,0.0979449,35.0979,34.9999
2428,0.00280993,0.0983473,35.0983,34.9999
2429,0.00278437,0.0974529,35.0974,34.9999
2430,0.00277544,0.0971403,35.0971,34.9999
2431,0.00279834,0.0979416,35.0979,34.9999
2432,0.00278813,0.0975843,35.0975,34.9999
2433,0.00278246,0.0973857,35.0973,34.9999
2434,0.00276472,0.0967652,35.0967,34.9999
2435,0.00278749,0.0975619,35.0975,34.9999
2436,0.00279482,0.0978183,35.0977,34.9999
2437,0.002769,0.0969149,35.0968,34.9999
2438,0.0028001,0.0980031,35.0979,34.9999
2439,0.00280199,0.0980694,35.098,34.9999
2440,0.00280639,0.0982236,35.0982,34.9999
2441,0.00273567,0.0957481,35.0957,34.9999
2442,0.00281238,0.098433,35.0984,34.9999
2443,0.00278849,0.0975969,35.0975,34.9999
2444,0.00278211,0.0973737,35.0973,34.9999
2445,0.00280973,0.0983402,35.0983,34.9999
2446,0.00278823,0.0975878,35.0975,34.9999
2447,0.00281468,0.0985136,35.0984,34.9999
2448,0.00279168,0.0977087,35.0976,34.9999
2449,0.00278073,0.0973253,35.0973,34.9999
2450,0.00280661,0.0982311,35.0982,34.9999
2451,0.00279151,0.0977027,35.0976,34.9999
2452,0.00278583,0.0975038,35.0974,34.9999
2453,0.00278241,0.0973841,35.0973,34.9999
2454,0.00277792,0.097227,35.0972,34.9999
2455,0.00277101,0.0969853,35.0969,34.9999
2456,0.00278573,0.0975003,35.0974,34.9999
2457,0.00280684,0.0982393,35.0982,34.9999
2458,0.0027714,0.0969987,35.0969,34.9999
2459,0.0027782,0.0972368,35.0972,34.9999
2460,0.00279157,0.0977047,35.0976,34.9999
2461,0.00276493,0.0967724,35.0967,34.9999
2462,0.00277119,0.0969914,35.0969,34.9999
2463,0.00278874,0.0976056,35.0975,34.9999
2464,0.00278638,0.0975232,35.0975,34.9999
2465,0.00278006,0.0973018,35.0972,34.9999
2466,0.00276731,0.0968556,35.0968,34.9999
2467,0.00276253,0.0966882,35.0966,34.9999
2468,0.00278256,0.0973893,35.0973,34.9999
2469,0.00277898,0.0972642,35.0972,34.9999
2470,0.0027648,0.0967677,35.0967,34.9999
2471,0.00276554,0.0967936,35.0967,34.9999
2472,0.0027759,0.0971564,35.0971,34.9999
2473,0.0027398,0.0958929,35.0958,34.9999
2474,0.00280059,0.0980205,35.0979,34.9999
2475,0.00277192,0.0970169,35.0969,34.9999
2476,0.00275959,0.0965853,35.0965,34.9999
2477,0.00279608,0.0978627,35.0978,34.9999
2478,0.00276463,0.0967618,35.0967,34.9999
2479,0.0027507,0.0962744,35.0962,34.9999
2480,0.00277333,0.0970665,35.097,34.9999
2481,0.00274384,0.0960343,35.096,34.9999
2482,0.00274799,0.0961796,35.0961,34.9999
2483,0.00276332,0.0967159,35.0966,34.9999
2484,0.00275315,0.0963602,35.0963,34.9999
2485,0.00274754,0.0961638,35.0961,34.9999
2486,0.00276444,0.0967551,35.0967,34.9999
2487,0.00275077,0.0962768,35.0962,34.9999
2488,0.00276775,0.0968712,35.0968,34.9999
2489,0.00274509,0.0960781,35.096,34.9999
2490,0.00271874,0.0951556,35.0951,34.9999
2491,0.00272843,0.0954948,35.0954,34.9999
2492,0.00273628,0.0957697,35.0957,34.9999
2493,0.00275863,0.0965519,35.0965,34.9999
2494,0.00276338,0.0967181,35.0966,34.9999
2495,0.00273624,0.0957682,35.0957,34.9999
2496,0.00274907,0.0962174,35.0961,34.9999
2497,0.00274632,0.0961209,35.0961,34.9999
2498,0.00276085,0.0966294,35.0966,34.9999
2499,0.0027335,0.0956722,35.0956,34.9999
2500,0.00272611,0.0954136,35.0953,34.9999
2501,0.00275365,0.0963775,35.0963,34.9999
2502,0.00274972,0.0962399,35.0962,34.9999
2503,0.00272744,0.0954601,35.0954,34.9999
2504,0.00271377,0.0949817,35.0949,34.9999
2505,0.00272074,0.0952257,35.0952,34.9999
2506,0.00274922,0.0962225,35.0962,34.9999
2507,0.00275101,0.0962851,35.0962,34.9999
2508,0.00279177,0.0977117,35.0976,34.9999
2509,0.00274667,0.0961332,35.0961,34.9999
2510,0.00275741,0.0965092,35.0964,34.9999
2511,0.00274562,0.0960965,35.096,34.9999
2512,0.00273431,0.0957006,35.0956,34.9999
2513,0.00273782,0.0958234,35.0958,34.9999
2514,0.00269454,0.0943089,35.0942,34.9999
2515,0.00272446,0.0953557,35.0953,34.9999
2516,0.00267959,0.0937853,35.0937,34.9999
2517,0.00273229,0.0956298,35.0956,34.9999
2518,0.00276859,0.0969006,35.0968,34.9999
2519,0.00273761,0.095816,35.0957,34.9999
2520,0.00274053,0.0959184,35.0958,34.9999
2521,0.00274298,0.096004,35.0959,34.9999
2522,0.00274065,0.0959226,35.0959,34.9999
2523,0.00272359,0.0953256,35.0953,34.9999
2524,0.00277475,0.0971161,35.097,34.9999
2525,0.0027313,0.0955953,35.0955,34.9999
2526,0.00273391,0.0956867,35.0956,34.9999
2527,0.00272842,0.0954945,35.0954,34.9999
2528,0.00272482,0.0953686,35.0953,34.9999
2529,0.00273722,0.0958024,35.0957,34.9999
2530,0.00275894,0.0965627,35.0965,34.9999
2531,0.00270471,0.0946646,35.0946,34.9999
2532,0.00274249,0.0959869,35.0959,34.9999
2533,0.00272273,0.0952953,35.0952,34.9999
2534,0.00269762,0.0944166,35.0943,34.9999
2535,0.00274078,0.0959272,35.0959,34.9999
2536,0.0027201,0.0952032,35.0951,34.9999
2537,0.0027,0.0944999,35.0944,34.9999
2538,0.0027075,0.0947624,35.0947,34.9999
2539,0.00274103,0.0959357,35.0959,34.9999
2540,0.00273436,0.0957025,35.0956,34.9999
2541,0.00271757,0.0951149,35.095,34.9999
2542,0.0027636,0.0967257,35.0967,34.9999
2543,0.00273398,0.095689,35.0956,34.9999
2544,0.00270122,0.0945425,35.0945,34.9999
2545,0.00273745,0.0958106,35.0957,34.9999
2546,0.00276062,0.0966215,35.0965,34.9999
2547,0.0026814,0.0938488,35.0938,34.9999
2548,0.00274537,0.0960878,35.096,34.9999
2549,0.0026975,0.0944122,35.0943,34.9999
2550,0.00267875,0.093756,35.0937,34.9999
2551,0.00272459,0.0953605,35.0953,34.9999
2552,0.00271136,0.0948974,35.0948,34.9999
2553,0.00277087,0.0969803,35.0969,34.9999
2554,0.00270362,0.0946264,35.0946,34.9999
2555,0.00271948,0.0951816,35.0951,34.9999
2556,0.0027163,0.0950703,35.095,34.9999
2557,0.00270063,0.0945218,35.0945,34.9999
2558,0.00272746,0.0954608,35.0954,34.9999
2559,0.00269087,0.0941804,35.0941,34.9999
2560,0.00267265,0.0935427,35.0935,34.9999
2561,0.00269966,0.0944878,35.0944,34.9999
2562,0.00267777,0.0937216,35.0937,34.9999
2563,0.00274603,0.096111,35.096,34.9999
2564,0.00269926,0.0944737,35.0944,34.9999
2565,0.0026961,0.0943633,35.0943,34.9999
2566,0.00272201,0.09527,35.0952,34.9999
2567,0.00273277,0.0956467,35.0956,34.9999
2568,0.00268241,0.0938841,35.0938,34.9999
2569,0.00270941,0.0948292,35.0948,34.9999
2570,0.00268306,0.0939069,35.0938,34.9999
2571,0.002713,0.0949547,35.0949,34.9999
2572,0.00269946,0.094481,35.0944,34.9999
2573,0.00268437,0.0939529,35.0939,34.9999
2574,0.0026144,0.0915039,35.0914,34.9999
2575,0.00273738,0.0958083,35.0957,34.9999
2576,0.00268239,0.0938834,35.0938,34.9999
2577,0.00268165,0.0938575,35.0938,34.9999
2578,0.0026786,0.0937507,35.0937,34.9999
2579,0.00269437,0.0943029,35.0942,34.9999
2580,0.0026841,0.0939434,35.0939,34.9999
2581,0.00267165,0.0935075,35.0934,34.9999
2582,0.0026805,0.0938175,35.0937,34.9999
2583,0.00268061,0.0938212,35.0938,34.9999
2584,0.00269347,0.0942712,35.0942,34.9999
2585,0.0026807,0.0938242,35.0938,34.9999
2586,0.00269521,0.094332,35.0943,34.9999
2587,0.0026835,0.0939224,35.0939,34.9999
2588,0.00271423,0.0949977,35.0949,34.9999
2589,0.00268617,0.0940157,35.0939,34.9999
2590,0.00270793,0.0947775,35.0947,34.9999
2591,0.00268536,0.0939873,35.0939,34.9999
2592,0.00269732,0.0944062,35.0943,34.9999
2593,0.00272631,0.0954207,35.0954,34.9999
2594,0.00268052,0.0938181,35.0937,34.9999
2595,0.00270649,0.0947268,35.0947,34.9999
2596,0.00270285,0.0945997,35.0945,34.9999
2597,0.00267814,0.0937347,35.0937,34.9999
2598,0.00268679,0.0940374,35.094,34.9999
2599,0.00270689,0.0947409,35.0947,34.9999
2600,0.00263462,0.0922115,35.0921,34.9999
2601,0.00270838,0.0947932,35.0947,34.9999
2602,0.00266466,0.0932628,35.0932,34.9999
2603,0.00269534,0.0943365,35.0943,34.9999
2604,0.0027074,0.0947589,35.0947,34.9999
2605,0.0026935,0.0942722,35.0942,34.9999
2606,0.00270192,0.0945669,35.0945,34.9999
2607,0.00268604,0.0940112,35.0939,34.9999
2608,0.0026605,0.0931175,35.093,34.9999
2609,0.00268591,0.0940065,35.0939,34.9999
2610,0.00268499,0.0939745,35.0939,34.9999
2611,0.00269048,0.0941667,35.0941,34.9999
2612,0.00268551,0.0939927,35.0939,34.9999
2613,0.00267271,0.0935448,35.0935,34.9999
2614,0.00265686,0.0929899,35.0929,34.9999
2615,0.00266393,0.0932373,35.0932,34.9999
2616,0.00266377,0.0932317,35.0932,34.9999
2617,0.00267305,0.0935565,35.0935,34.9999
2618,0.00266767,0.0933684,35.0933,34.9999
2619,0.00263551,0.0922428,35.0922,34.9999
2620,0.0026644,0.0932538,35.0932,34.9999
2621,0.00263024,0.0920581,35.092,34.9999
2622,0.00265679,0.0929875,35.0929,34.9999
2623,0.00268058,0.09382,35.0938,34.9999
2624,0.0027056,0.094696,35.0946,34.9999
2625,0.00260362,0.0911264,35.0911,34.9999
2626,0.00260608,0.0912126,35.0911,34.9999
2627,0.00266285,0.0931997,35.0931,34.9999
2628,0.00270081,0.0945283,35.0945,34.9999
2629,0.00269392,0.094287,35.0942,34.9999
2630,0.002668,0.0933797,35.0933,34.9999
2631,0.0026719,0.0935162,35.0934,34.9999
2632,0.00265587,0.0929552,35.0929,34.9999
2633,0.00269706,0.094397,35.0943,34.9999
2634,0.00264449,0.0925571,35.0925,34.9999
2635,0.00265258,0.09284,35.0928,34.9999
2636,0.00266367,0.0932283,35.0932,34.9999
2637,0.00272848,0.0954967,35.0954,34.9999
2638,0.00269806,0.0944319,35.0944,34.9999
2639,0.00267569,0.0936491,35.0936,34.9999
2640,0.00267886,0.09376,35.0937,34.9999
2641,0.00269583,0.0943539,35.0943,34.9999
2642,0.00270408,0.0946427,35.0946,34.9999
2643,0.00260817,0.0912858,35.0912,34.9999
2644,0.00267827,0.0937394,35.0937,34.9999
2645,0.00267773,0.0937203,35.0937,34.9999
2646,0.00264164,0.0924573,35.0924,34.9999
2647,0.00267194,0.0935178,35.0934,34.9999
2648,0.00266673,0.0933353,35.0933,34.9999
2649,0.00268119,0.0938414,35.0938,34.9999
2650,0.00262296,0.0918035,35.0917,34.9999
2651,0.00263634,0.0922718,35.0922,34.9999
2652,0.00265326,0.0928638,35.0928,34.9999
2653,0.00265287,0.0928504,35.0928,34.9999
2654,0.00264615,0.0926152,35.0925,34.9999
2655,0.00262413,0.0918442,35.0918,34.9999
2656,0.00263907,0.0923673,35.0923,34.9999
2657,0.00267038,0.093463,35.0934,34.9999
2658,0.00266723,0.093353,35.0933,34.9999
2659,0.00261374,0.0914809,35.0914,34.9999
2660,0.0026269,0.0919415,35.0919,34.9999
2661,0.00261798,0.0916293,35.0916,34.9999
2662,0.00264779,0.0926724,35.0926,34.9999
2663,0.00264798,0.092679,35.0926,34.9999
2664,0.00263477,0.0922167,35.0921,34.9999
2665,0.00264384,0.0925343,35.0925,34.9999
2666,0.00264542,0.0925895,35.0925,34.9999
2667,0.00264201,0.0924701,35.0924,34.9999
2668,0.00264418,0.092546,35.0925,34.9999
2669,0.0026235,0.0918224,35.0918,34.9999
2670,0.00265104,0.0927861,35.0927,34.9999
2671,0.00263394,0.0921877,35.0921,34.9999
2672,0.00264318,0.092511,35.0924,34.9999
2673,0.00263652,0.0922781,35.0922,34.9999
2674,0.0026633,0.0932153,35.0931,34.9999
2675,0.00262585,0.0919046,35.0918,34.9999
2676,0.00263557,0.0922446,35.0922,34.9999
2677,0.00263709,0.0922978,35.0922,34.9999
2678,0.00265841,0.093044,35.093,34.9999
2679,0.00262564,0.0918973,35.0918,34.9999
2680,0.00261153,0.0914034,35.0913,34.9999
2681,0.00263002,0.0920504,35.092,34.9999
2682,0.00263425,0.0921987,35.0921,34.9999
2683,0.00263355,0.0921742,35.0921,34.9999
2684,0.00259677,0.0908869,35.0908,34.9999
2685,0.00264747,0.0926613,35.0926,34.9999
2686,0.00260844,0.0912951,35.0912,34.9999
2687,0.00263326,0.0921638,35.0921,34.9999
2688,0.00265007,0.0927523,35.0927,34.9999
2689,0.00264171,0.0924595,35.0924,34.9999
2690,0.00261974,0.0916909,35.0916,34.9999
2691,0.00260654,0.0912289,35.0912,34.9999
2692,0.002658,0.0930297,35.093,34.9999
2693,0.00262902,0.0920157,35.0919,34.9999
2694,0.00257915,0.0902701,35.0902,34.9999
2695,0.00261543,0.0915397,35.0915,34.9999
2696,0.00260746,0.0912609,35.0912,34.9999
2697,0.00263696,0.0922934,35.0922,34.9999
2698,0.0026211,0.0917384,35.0917,34.9999
2699,0.00263918,0.0923712,35.0923,34.9999
2700,0.00264394,0.0925378,35.0925,34.9999
2701,0.00261165,0.0914076,35.0913,34.9999
2702,0.00260813,0.0912844,35.0912,34.9999
2703,0.0025854,0.0904889,35.0904,34.9999
2704,0.0026225,0.0917872,35.0917,34.9999
2705,0.00260468,0.0911635,35.0911,34.9999
2706,0.00261013,0.0913544,35.0913,34.9999
2707,0.0025966,0.0908809,35.0908,34.9999
2708,0.00261653,0.0915785,35.0915,34.9999
2709,0.0025775,0.0902123,35.0901,34.9999
2710,0.00261343,0.09147,35.0914,34.9999
2711,0.00263295,0.092153,35.0921,34.9999
2712,0.00261949,0.091682,35.0916,34.9999
2713,0.00262894,0.0920128,35.0919,34.9999
2714,0.00261468,0.0915134,35.0914,34.9999
2715,0.00267646,0.0936759,35.0936,34.9999
2716,0.00258268,0.0903937,35.0903,34.9999
2717,0.00259406,0.0907918,35.0907,34.9999
2718,0.00259911,0.0909685,35.0909,34.9999
2719,0.00258148,0.0903517,35.0903,34.9999
2720,0.00262134,0.0917468,35.0917,34.9999
2721,0.00260228,0.0910795,35.091,34.9999
2722,0.00255054,0.0892686,35.0892,34.9999
2723,0.00261316,0.0914605,35.0914,34.9999
2724,0.00261732,0.0916059,35.0915,34.9999
2725,0.00263931,0.0923758,35.0923,34.9999
2726,0.00261781,0.0916233,35.0916,34.9999
2727,0.00259653,0.0908785,35.0908,34.9999
2728,0.00260683,0.091239,35.0912,34.9999
2729,0.00259596,0.0908583,35.0908,34.9999
2730,0.00260222,0.0910775,35.091,34.9999
2731,0.00256257,0.0896897,35.0896,34.9999
2732,0.0025743,0.0901004,35.09,34.9999
2733,0.0026,0.0909999,35.0909,34.9999
2734,0.00260614,0.0912147,35.0911,34.9999
2735,0.00259096,0.0906835,35.0906,34.9999
2736,0.00262367,0.0918283,35.0918,34.9999
2737,0.00260694,0.0912428,35.0912,34.9999
2738,0.00259614,0.0908647,35.0908,34.9999
2739,0.00259978,0.0909921,35.0909,34.9999
2740,0.00257067,0.0899734,35.0899,34.9999
2741,0.00258848,0.0905965,35.0905,34.9999
2742,0.00259673,0.0908854,35.0908,34.9999
2743,0.00258862,0.0906014,35.0905,34.9999
2744,0.00260646,0.091226,35.0912,34.9999
2745,0.00258595,0.090508,35.0904,34.9999
2746,0.00257844,0.0902453,35.0902,34.9999
2747,0.002582,0.0903698,35.0903,34.9999
2748,0.00259073,0.0906754,35.0906,34.9999
2749,0.00258434,0.0904517,35.0904,34.9999
2750,0.00257444,0.0901054,35.09,34.9999
2751,0.00258939,0.0906284,35.0906,34.9999
2752,0.00259191,0.0907167,35.0906,34.9999
2753,0.00260019,0.0910065,35.0909,34.9999
2754,0.00256911,0.0899187,35.0898,34.9999
2755,0.00258007,0.0903024,35.0902,34.9999
2756,0.00259116,0.0906905,35.0906,34.9999
